Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'active ulcerative colitis' vs 'normal' in 'caecum'.tStat	condition2.foldChange	condition2.pValue	'active ulcerative colitis' vs 'normal' in 'left colon'.tStat	condition3.foldChange	condition3.pValue	'active ulcerative colitis' vs 'normal' in 'rectum'.tStat	condition4.foldChange	condition4.pValue	'active ulcerative colitis' vs 'normal' in 'transverse colon'.tStat
ENSG00000201962	RNA5SP126	16951594	0.2	0.744873651592638	0.549666514524961	-0.4	0.190631598415025	-1.75539018163086	0.9	0.0751286042933655	2.61599378622294	-0.8	0.0458539988845478	-3.33371349917811
ENSG00000201968	RNA5SP138	16958702				-0.5	0.0788179930302323	-2.47440682935288				-0.5	0.162045973181446	-2.06063654913265
ENSG00000201980	SNORA62	16721210	0.6	0.179304517095919	2.1644410746182	-0.2	0.436052543895772	-1.03111082936559	0.4	0.294526865526898	1.45521889054927			
ENSG00000201988	Y_RNA	17017016	-0.7	0.115561782797542	-2.63634100974113	-0.8	0.112751792381569	-2.17965439032892	-1.3	0.0077704072029784	-4.89417972612174	-0.3	0.491935392364641	-0.974096720026535
ENSG00000201990	Y_RNA	17054948	0.3	0.601519059359711	0.841180425208164	0.1	0.662606059969919	0.59518943134326	0.2	0.718582532197915	0.528285566790766			
ENSG00000201998	SNORA23	16721807	1.5	0.0718032802213436	3.11373839649935	0.4	0.386630062152846	1.14550526978356	0.7	0.461667146389774	1.0350637100538	1.0	0.116039184035778	2.38233308710406
ENSG00000202000	RNU1-36P	16968695	0.6	0.276762553556418	1.7299878826429	-0.1	0.784941938259929	-0.380393337308317						
ENSG00000202001	Y_RNA	17079707				-0.3	0.431767956228087	-1.04021956692888				0.2	0.703659788493811	0.560890042164365
ENSG00000202008	Y_RNA	16889526				-0.6	0.0322510938222294	-3.27604935836843						
ENSG00000202014	Y_RNA	16966561	0.4	0.426001377815039	1.26221364107979									
ENSG00000202016	RNU6-619P	16891562	0.6	0.185292000543668	2.13298393133682	0.2	0.563279706408087	0.777573673183932				-0.2	0.575886434733657	-0.80252265424277
ENSG00000202017	RNU6-806P	16996543				-0.6	0.071294937517688	-2.5582882754954	0.2	0.623531107838243	0.703254269944544			
ENSG00000202019	Y_RNA	16934043				-0.5	0.162301074952999	-1.88450230377919	-0.7	0.048409733613613	-3.00097549236046	-0.7	0.0663112828895709	-2.93262943134253
ENSG00000202023	SNORD81	17052072	0.8	0.0574331534269492	3.3597686006522	-0.1	0.82919527677629	-0.304266323143541						
ENSG00000202024	RNU6-934P	17105461	0.5	0.388992143358619	1.36486580818681									
ENSG00000202029	RNU6-580P	16904022				-0.7	0.0225256817936015	-3.62977766944752	-0.3	0.441635213722599	-1.07830724572541			
ENSG00000202034	RNU6-399P	16766917							0.2	0.569503554945405	0.808688805991168			
ENSG00000202035	Y_RNA	17058458				-0.9	0.0511811217958834	-2.84514034886847	0.2	0.679593926250673	0.602379772432998	-0.3	0.350573438158652	-1.32429211401809
ENSG00000202039	RNU6-215P	17043228	-1.3	0.0106303551293212	-5.17177375628084	0.2	0.75220620152119	0.439313788816373	-0.2	0.535736528847149	-0.877280703693405	0.1	0.865317066894524	0.265453282925942
ENSG00000202044	RNA5SP223	17013843				-0.2	0.531887475830616	-0.83694257645768	0.2	0.645329009886902	0.665093914692195	0.1	0.891915504979572	0.214160621642305
ENSG00000202047	RNA5SP324	16707921				0.3	0.404634221343593	1.10206629694133				0.6	0.0391801567433929	3.50843231580821
ENSG00000202050	RNU6-391P	17005346										0.1	0.775727135662676	0.428698976218163
ENSG00000202051	RNU6-382P	17107518							0.2	0.66611848612102	0.627541805474111	0.4	0.244574488870398	1.67402639293254
ENSG00000202054	RNA5SP152	16964904							-0.1	0.88914224101618	-0.216332588667089			
ENSG00000202056	RNA5SP19	16678516				-0.4	0.206448610545704	-1.68645653022478				-0.2	0.5576688622889	-0.838382270995622
ENSG00000202058	RN7SKP80	16935646				-0.6	0.0815530718581934	-2.44766807764543	-0.4	0.138415142138705	-2.09698276422502			
ENSG00000202059	ENSG00000202059	16907482	0.3	0.546884446423462	0.962867802727798	-0.3	0.275747210350306	-1.44471775534767	0.1	0.840402867013875	0.304084523312652	-0.3	0.345346296430748	-1.33935673496314
ENSG00000202060	RNA5SP455	16852127				-0.1	0.833850742853478	-0.295610447191651	0.8	0.056022158093502	2.86583865332825	-0.4	0.303459043422584	-1.4641270894603
ENSG00000202063	RNA5SP79	16678674										-0.2	0.584518904105596	-0.786990887647054
ENSG00000202069	RNU4-66P	17020731				-0.1	0.888260490592738	-0.196112467219346	-0.1	0.857498544435307	-0.274478785778783	-0.2	0.483579471068155	-0.993254327212131
ENSG00000202071	Y_RNA	16955933	-0.5	0.258343462751514	-1.80392820591404	-1.3	0.0591550518783058	-2.7229312282599	-1.0	0.00918907995416204	-4.6966932684276	-0.9	0.0664821265077648	-2.92712073898981
ENSG00000202074	RNU6-715P	16903419				-1.1	0.00828015793048894	-4.78082896480914	-0.2	0.762425745467144	-0.447442786902728	-0.6	0.0774923668771561	-2.76608451249995
ENSG00000202078	Y_RNA	16695388				-0.3	0.600342760532569	-0.708620168666407	-0.7	0.118900569216705	-2.22883756211024	-0.3	0.656523767332274	-0.647636529813207
ENSG00000202079	Y_RNA	16679686				-0.3	0.392172521260227	-1.13205446483966						
ENSG00000202081	RNU6-1280P	16812881	1.1	0.0509107685632271	3.486060697629	0.6	0.137422914255657	2.01594539824036	0.5	0.429369371835945	1.10672671398609	0.2	0.712088660621586	0.544831203122733
ENSG00000202095	RNU6-1172P	17079405				0.3	0.394494469084319	1.1262162946992						
ENSG00000202099	RNU6-234P	16893119	0.6	0.265821239319549	1.77143967306778	0.1	0.881605362984883	0.208036058455982						
ENSG00000202100	Y_RNA	16843239				0.7	0.0128028655983597	4.24196923055248						
ENSG00000202111	VTRNA1-2	16990201	-0.1	0.937138458741338	-0.145484700743109				0.1	0.887877498129813	0.218511229324699	0.1	0.896182777554027	0.205472325604629
ENSG00000202112	RNU6-690P	17071110				-0.1	0.732966826731678	-0.473251015628113	-0.5	0.401580692306495	-1.17312382376044			
ENSG00000202119	RNU6-302P	17013769	-0.1	0.919351602454116	-0.187905677514881	-0.5	0.190635460349861	-1.75528680552664						
ENSG00000202125	RNU1-100P	16959983	0.2	0.660533840078532	0.714707261175371	1.0	0.0270952686895223	3.44064175611109	0.4	0.47832180893334	1.00002875382979	0.5	0.175803861875872	1.98503162296137
ENSG00000202141	Y_RNA	16906224				-0.8	0.0127824989825021	-4.24565599720196	-0.6	0.103338281903201	-2.34698959617686	-0.4	0.261122271425972	-1.61199350224657
ENSG00000202144	Y_RNA	17101979	0.1	0.936111031694213	0.148602629415962	-0.1	0.637650596465771	-0.639934207673412	0.3	0.389483473872607	1.20124809767974	-0.3	0.543789376425913	-0.865823403658298
ENSG00000202146	Y_RNA	16765486							-0.3	0.456148429953506	-1.04861465788423			
ENSG00000202147	RNA5SP329	16721323				0.4	0.125937853595872	2.08917434254485						
ENSG00000202150	RNU6-407P	16918631				-0.4	0.167187280616861	-1.86099169642845	-0.4	0.28479704079924	-1.4851934523713			
ENSG00000202157	RNU4-11P	16986939				-0.3	0.299172232299759	-1.37393063715239						
ENSG00000202160	RNU5E-7P	16877404							-0.5	0.260797083618121	-1.56291908467202	-0.1	0.886596657376919	-0.224453815234991
ENSG00000202164	RNA5SP117	16907780	0.5	0.4547601064634	1.1810118430015	0.1	0.822268587541379	0.315867277077612	-0.3	0.468971323536712	-1.01992205760342	0.5	0.168909073495171	2.02136272913754
ENSG00000202167	RNU1-114P	16692564				-0.5	0.0365973038440465	-3.14869358354468				-0.5	0.186507916003436	-1.92836738057851
ENSG00000202169	Y_RNA	16967238	0.4	0.464890697231517	1.15635926849414	-0.7	0.18193722164801	-1.79159027712118	-0.3	0.69435642308647	-0.57607805742526			
ENSG00000202172	RNU6-1327P	17083091	-1.2	0.127486716755514	-2.5529187107685	-1.7	0.00545649027833111	-5.33938797795446	-0.3	0.621429962636636	-0.707120534701672	-0.7	0.103198079590859	-2.49066686628721
ENSG00000202174	RNA5-8SP5	16902921				-0.2	0.67538273714267	-0.572901355628582	-0.4	0.209499043502808	-1.74871606469276	0.2	0.607054505714851	0.744125416814055
ENSG00000202175	RNA5SP128	16952029	0.1	0.919351602454116	0.188544575148096							0.1	0.866637798541503	0.263350458999331
ENSG00000202184	RNU6-1283P	16701396	-0.5	0.497994198243775	-1.076098144903	-0.5	0.376016783849586	-1.17085451019834	-0.1	0.837392720606803	-0.310203101567854	-0.6	0.177179753252925	-1.97802045245715
ENSG00000202186	RNU6-497P	16919958							-0.1	0.826968251810446	-0.329544936790126	0.8	0.0294111497342682	3.84747038980562
ENSG00000202187	RNA5SP355	16749575	-0.3	0.664622615297645	-0.703387931918125	-0.1	0.837634473539773	-0.288386758470224	-0.2	0.69212870756505	-0.579395507286515	-0.4	0.551348560090651	-0.851792380484112
ENSG00000202188	SNORD115-31	16798406							-0.4	0.470231724889997	-1.01750252418849	0.1	0.763760177878003	0.451024810708351
ENSG00000202191	SNORD113-1	16788570				0.5	0.0988297457915102	2.28877379547552	-0.2	0.517959517279688	-0.914160513302295	0.2	0.658532192552445	0.642886510066468
ENSG00000202193	RNA5SP427	16818975				-0.4	0.236756776851923	-1.57588083126181	0.1	0.787314926098408	0.403010469540776	-0.4	0.312213023298284	-1.43294006226283
ENSG00000202195	Y_RNA	16880046				0.1	0.717216939235664	0.501090559558464						
ENSG00000202200	Y_RNA	17023469				0.3	0.3206880368307	1.31418418867843						
ENSG00000202206	RNU6-169P	16889021				-0.4	0.175845155032074	-1.82045176167493				-0.5	0.277735256877579	-1.5535970130868
ENSG00000202211	Y_RNA	16800189				-0.4	0.250066025193141	-1.53004082409471						
ENSG00000202215	RNU1-51P	16982385							-0.8	0.0550243980852189	-2.88042861658068			
ENSG00000202222	Y_RNA	16685767	-0.7	0.315215642878275	-1.59916649724945	-0.3	0.304161188515688	-1.3605931057042	-0.4	0.285215816059054	-1.4831375674065			
ENSG00000202225	RNA5SP240	17062249	0.4	0.476702443245253	1.12946422533156				0.1	0.694663277331796	0.575340782004436			
ENSG00000202227	RNU6-282P	16897399				-0.9	0.0189235239220713	-3.82247072190453	-0.4	0.544378802428718	-0.860553792083893			
ENSG00000202229	RNU6-1138P	16790772							-0.4	0.331526723567069	-1.35253411850013	-0.3	0.465270338849062	-1.03337040464071
ENSG00000202231	ENSG00000202231	17112654				0.1	0.71730630436845	0.500546755372976	-0.2	0.767213866818642	-0.438427850203573			
ENSG00000202233	U3	17044405	-0.4	0.441291179154798	-1.22166996569227	0.5	0.18111001482633	1.79585205393373	-0.2	0.649611935396406	-0.656407247883079	0.8	0.0765265767647592	2.77684888391296
ENSG00000202237	RNU6-53P	16777766							0.4	0.252451839775908	1.59082261170815			
ENSG00000202239	RNU6-396P	16924066				-0.4	0.190260996322129	-1.75704493503303				-0.5	0.128580023088547	-2.28189936108533
ENSG00000202240	RNU6-737P	16855475	-0.5	0.548952365392577	-0.957842750655666	-0.3	0.500273744115131	-0.899346480879291	-0.7	0.130606096265829	-2.14994512337867	0.3	0.577441096284016	0.799935892408014
ENSG00000202245	RNU6-728P	16710093				0.1	0.744128841783593	0.453322873305368						
ENSG00000202249	RNU5E-5P	16755822				0.3	0.298568465629183	1.37577486192147	0.1	0.89054593585903	0.213284544318691			
ENSG00000202251	Y_RNA	16840609	0.7	0.17851804514165	2.16877536526021				-0.7	0.140977988172644	-2.08265542699485			
ENSG00000202254	Y_RNA	16667542	0.7	0.177413046533112	2.17417841911462	0.6	0.0457435946936436	2.94663650460664	0.9	0.00770627851035403	4.90160884684464			
ENSG00000202255	Y_RNA	16918974							-0.4	0.258497746125435	-1.56979219430658	0.1	0.747683879084822	0.480441462050414
ENSG00000202259	RNU6-1318P	16690065				-0.6	0.0365027147972629	-3.15127248364129	-0.5	0.33184186652261	-1.35176828669072	0.7	0.0407932269669818	3.45837623619865
ENSG00000202260	RN7SKP69	16917466				-0.1	0.7247513162965	-0.488361352073451	0.2	0.684409882206534	0.593958485196485			
ENSG00000202261	SNORD115-44	16798432	0.4	0.462993032814293	1.1607471798001	0.2	0.457120191861307	0.987556813236955	-1.1	0.00370603839829453	-5.86630774186831			
ENSG00000202263	RNA5SP22	16688792				-0.7	0.0728179992121449	-2.54014038274523	-0.6	0.0628144173812855	-2.76648990604616			
ENSG00000202264	RNA5SP77	16678245				-0.1	0.86336868814496	-0.241012732069035	-0.3	0.3943322131	-1.18941757777714			
ENSG00000202265	RNU6-596P	17069150				-0.5	0.0976318573636586	-2.29965066738492				-0.1	0.781910711844746	-0.417380919461936
ENSG00000202269	U8	16994549							0.2	0.580044080727263	0.788706585629897			
ENSG00000202272	Y_RNA	17102127	0.6	0.122832348750538	2.58320449269557				-0.7	0.0398942624324666	-3.17841754877463	-0.2	0.628065388693293	-0.701547419137441
ENSG00000202273	Y_RNA	17055004				0.2	0.647913268468109	0.620688125166123	-1.0	0.00187906050148108	-6.81015294570197			
ENSG00000202275	ENSG00000202275	16797096				-0.6	0.075251481261018	-2.51153669040873	-0.7	0.0355033056785875	-3.28230004749801	0.5	0.113506462751376	2.39858664604241
ENSG00000202279	Y_RNA	17114546				0.3	0.281939471779101	1.42544452437955						
ENSG00000202281	RNA5SP235	17047851							0.5	0.306182284273433	1.42312749865534	-0.5	0.28769158084172	-1.52067851768336
ENSG00000202283	ENSG00000202283	17011249				0.5	0.259802921836491	1.49600067440791						
ENSG00000202285	RNU6-117P	17022246				-0.1	0.719032416997996	-0.497233162414285				-0.3	0.500791864416448	-0.955613674717946
ENSG00000202290	RNA5SP37	16780436				-0.2	0.530086501368822	-0.840920261481549	-0.8	0.048409733613613	-3.00079654448487	0.1	0.886473341777995	0.224930182017914
ENSG00000202296	RNU6-1335P	17057993				-0.7	0.11220755847455	-2.18449272857386	-0.4	0.244286765525637	-1.61760236689369	-0.2	0.700253632929506	-0.5675870043592
ENSG00000202297	RNY3P12	16707466				-0.4	0.116486844439728	-2.15303867702939	-0.3	0.393700983655034	-1.19126853444469			
ENSG00000202300	RNU6-487P	16698232	-0.8	0.116342511131144	-2.62758301258221	-0.6	0.0356377768664465	-3.17588735108552	-0.6	0.0875707555742373	-2.48514927729228	-0.4	0.303578028584745	-1.46347814701047
ENSG00000202304	RNU6-1130P	17114095				0.3	0.258853449794764	1.4994890354341	0.3	0.365937070651242	1.25784522998849			
ENSG00000202306	Y_RNA	16796148	0.4	0.370023974174776	1.41916880592168	0.3	0.444020950027836	1.01443654738817						
ENSG00000202308	RNU6-996P	17096839				-0.3	0.304982847048944	-1.3577631346053	-0.6	0.0809620410101955	-2.54823479278342			
ENSG00000202309	Y_RNA	16896748	0.3	0.526838899123973	1.01286568519006							-0.5	0.159245892361198	-2.07760802609831
ENSG00000202310	Y_RNA	17071438				-0.5	0.104310750953371	-2.24473460808405						
ENSG00000202313	RNU1-64P	17015679							-0.2	0.535902082714214	-0.876910967388614	0.3	0.366321854820855	1.2810762565493
ENSG00000202317	RNU1-84P	16727392	-0.1	0.877859349604079	-0.272171341952104							0.2	0.628796003914743	0.700190914819741
ENSG00000202318	Y_RNA	16760327				-0.6	0.0598293344156818	-2.71164453919844	-0.8	0.115793952862364	-2.25288490123502	-0.5	0.118283018963644	-2.36205300137055
ENSG00000202322	RNA5SP131	16941065										0.8	0.0552900665343013	3.1394034255608
ENSG00000202331	RNA5SP167	16971375	0.9	0.0733926935073164	3.09044450223072				0.2	0.728533496176558	0.509389245313705			
ENSG00000202332	Y_RNA	16837766							-0.3	0.329010956726181	-1.36098528595069			
ENSG00000202334	RNA5SP238	17062029	0.5	0.304649744555522	1.63664506250518	-0.2	0.643972086682435	-0.627816095635351	0.3	0.616280600706108	0.716796763251853			
ENSG00000202336	RNU6-359P	16827564	-0.4	0.610595901184002	-0.823019222414292	-0.2	0.623764182360377	-0.665033007972794	-0.3	0.466362469766536	-1.0259750477036	-1.0	0.0645650880406131	-2.96591120549267
ENSG00000202339	RNU4-45P	16921767										-0.1	0.872809756912216	-0.252075993707146
ENSG00000202341	RNU6-1051P	16909804	0.3	0.489887149941659	1.09818672231016	0.2	0.731954199008984	0.475176982080691	-0.2	0.714326981319243	-0.535898667383375	-0.1	0.803579965516363	-0.378811732705276
ENSG00000202345	Y_RNA	16992068				0.3	0.627559431055678	0.658592325578049	-0.2	0.65035446847219	-0.654767254280959			
ENSG00000202347	RNU1-16P	16781266				0.1	0.743483907070985	0.455180960854154	0.6	0.0749407019746915	2.61961968280761	0.3	0.422383296315993	1.13400655679345
ENSG00000202350	RNU6-326P	17045836				-0.1	0.826360487559336	-0.309423116589485				-0.6	0.0813871168647614	-2.71323322160624
ENSG00000202358	RNU6-652P	16966967				-1.2	0.00650965160055585	-5.08401760792601	-0.7	0.0607640796809029	-2.79554652891462	-0.9	0.0755597107728124	-2.79125135012193
ENSG00000202360	RN7SKP249	17071476	0.3	0.542267000880207	0.975017684881849									
ENSG00000202368	Y_RNA	16768896	-0.6	0.19821436867443	-2.06979513412662				-0.4	0.338054301134009	-1.3319802592314	-0.6	0.14536013415686	-2.1673370120591
ENSG00000202377	SNORA25B	17062039	0.4	0.370023974174776	1.41908890776489	0.6	0.0513635283735094	2.84147019758591						
ENSG00000202379	SNORA70	16943679	-0.8	0.0855225750449314	-2.9339501331296	-0.3	0.31364064491876	-1.33322358779322	-0.6	0.152086209128097	-2.01541393255101			
ENSG00000202380	RNU1-55P	16911199				0.2	0.681027477570401	0.562918066326379	-0.4	0.329892063259091	-1.35771499124709			
ENSG00000202382	Y_RNA	16882226	0.2	0.724785374316315	0.59349726072896	-0.3	0.283479611546362	-1.4200938703789	-0.6	0.0642904856421233	-2.74472960792519	-0.9	0.0400957722836692	-3.47924301845784
ENSG00000202386	RNA5SP211	17011334	-0.2	0.696542489566751	-0.642346437903158				-0.3	0.485593699172062	-0.982958927035243	0.6	0.110660110129292	2.42598060809667
ENSG00000202392	RN7SKP292	16964789				0.2	0.482950936762016	0.933871470004497				0.2	0.602918958033807	0.75100233971826
ENSG00000202395	RN7SKP1	16778235							0.1	0.72862288031549	0.509049090082097			
ENSG00000202399	Y_RNA	17071204	0.7	0.0966067192338385	2.81231529766134	0.3	0.334918286346364	1.27549332694082	-0.3	0.405618276735106	-1.16203755793497	-0.6	0.247725361517238	-1.662644060763
ENSG00000202400	SNORD82	16909524	0.9	0.197249047786152	2.07548797211684	0.9	0.0469232814474205	2.92408657394428	0.3	0.712124567280466	0.541314525601791	0.8	0.242219280881005	1.68403035373768
ENSG00000202407	Y_RNA	17105912				0.3	0.247758118114126	1.53866293730505	-0.5	0.240716449261886	-1.6311134620719	0.1	0.846135544987796	0.300789175597788
ENSG00000202410	Y_RNA	17105276							-0.5	0.0904064165999194	-2.45911789261019			
ENSG00000202411	RNA5SP259	17067422	-0.6	0.182958895790329	-2.14595824228895	-0.5	0.114863047660669	-2.1640238136865						
ENSG00000202412	RNY3P13	16945443				-0.1	0.773969086098014	-0.400765527677192	-0.5	0.219535414386862	-1.70991555296221	0.2	0.583065232046318	0.790220486342998
ENSG00000202414	Y_RNA	16912165				-0.7	0.089474540022725	-2.37263056838122	-0.5	0.213879810008994	-1.73216704832081	-0.8	0.0629315371573631	-2.99198704250224
ENSG00000202415	RN7SKP269	16658750				-1.1	0.00144384648502517	-7.73570247821076	-0.8	0.0220227169151726	-3.74408618886378	-0.5	0.0730597807855626	-2.82971934639038
ENSG00000202422	RNA5SP30	16775144	-0.6	0.239608523577034	-1.8893127208923	-0.2	0.500204562736305	-0.899609963499169	0.5	0.25011282946874	1.59881469365936			
ENSG00000202428	RNU6-108P	16955440				0.1	0.813212551104479	0.330604626493138	-0.5	0.182389082651149	-1.86634899846662	0.2	0.599344563812386	0.758042939361981
ENSG00000202430	RNA5SP88	16895266				0.2	0.479448539605936	0.940209519594533	0.5	0.154976063239264	1.99955442372674			
ENSG00000202431	RNU6-438P	17056562				0.2	0.561004788168765	0.782270937593289						
ENSG00000202433	RNU6-54P	16775309				-0.4	0.339645126564776	-1.26303618238444						
ENSG00000202434	ENSG00000202434	16889111				0.4	0.15164102025858	1.93842257259258	-0.3	0.337936397955833	-1.33243899203084			
ENSG00000202438	Y_RNA	17023549				0.2	0.576893873062688	0.751500282447187	-0.1	0.801252663940597	-0.376766115345892	0.5	0.133860001383142	2.24611046981487
ENSG00000202440	SNORD42	16977362				0.3	0.256485383031386	1.50884114328916				0.4	0.303417898415383	1.46452962329232
ENSG00000202445	RNU6-669P	17087052				-0.8	0.128816365798457	-2.06913173167436	-0.6	0.186679216327037	-1.8458615849043	-0.5	0.107851825919611	-2.44870003053391
ENSG00000202461	Y_RNA	16681821	-0.1	0.803619843709768	-0.427359794436866	0.5	0.177481876270097	1.81266263784837	-0.3	0.395044877043417	-1.18731559046199			
ENSG00000202468	RNU4-17P	16852695	-0.6	0.144180098020037	-2.41171050233459	0.3	0.652398503255254	0.613127551943176	0.6	0.264150684008529	1.55044807930949	0.3	0.382898024059251	1.23558706280301
ENSG00000202471	RNU4-20P	16766870				0.6	0.167289862748486	1.86024512892417						
ENSG00000202473	RN7SKP81	17107468				-0.1	0.762794291164357	-0.420778080374469				0.1	0.775727135662676	0.42875106169989
ENSG00000202478	RNU6-81P	16775239				-0.6	0.0731335403901789	-2.53632878034731				-0.8	0.0343102619461403	-3.66354565878747
ENSG00000202479	SNORD14	16895333							-0.1	0.899108150522867	-0.19778250985915			
ENSG00000202485	RNU6-499P	16968372	-0.2	0.753629846252884	-0.531154019089116				0.3	0.568136229576897	0.811648073615566			
ENSG00000202490	RNU6-597P	16785147				0.5	0.0368024605549667	3.14277164159504						
ENSG00000202491	RNU6-716P	16697670				0.4	0.468998671002073	0.962678153853605						
ENSG00000202495	Y_RNA	17110932							-0.4	0.191364677438065	-1.82369526964736			
ENSG00000202497	RNU6-898P	16827628				-0.6	0.0455196313479393	-2.9515201323003				-0.6	0.0555077638305143	-3.13367306271068
ENSG00000202498	SNORD116	16699288	1.2	0.0874103840248993	2.91722091100879	0.4	0.123200485782175	2.1057582376275	0.2	0.646109528968195	0.663571528775147	0.4	0.242764490236952	1.68143719490258
ENSG00000202502	RNA5SP151	16962083				-0.1	0.796406406596794	-0.360491797222752	-0.1	0.75685525957375	-0.459232796084454			
ENSG00000202508	Y_RNA	16711907	-0.2	0.823116982081646	-0.385561408660905	-1.0	0.101208309892335	-2.26796914694941	-1.4	0.00312508533922158	-6.11471442501226	-0.6	0.433825747674594	-1.10504680655574
ENSG00000202512	RN7SKP230	16998743				-0.3	0.376147197014908	-1.17044607663015				0.3	0.41190704074371	1.16167254456896
ENSG00000202513	RNU6-805P	16705971							-0.2	0.609545887941113	-0.729764306141776	-0.3	0.500706135190761	-0.956030602167033
ENSG00000202514	Y_RNA	17076846							-0.4	0.333792742896289	-1.34638369576092			
ENSG00000202515	VTRNA1-3	16990203				0.4	0.222395252879265	1.6267549507713	0.3	0.578489479745196	0.792439203839354	0.3	0.457549295567619	1.05012742456769
ENSG00000202517	ENSG00000202517	16939467	-0.7	0.127523097062337	-2.55125536399168									
ENSG00000202523	Y_RNA	17086359	0.3	0.663029565444655	0.707420476146739	-1.0	0.11936029997043	-2.13276437951585	-0.2	0.740955326300733	-0.486231225660409			
ENSG00000202533	Y_RNA	16989052	0.1	0.955860321523262	0.103658393779494	-0.7	0.258798255361858	-1.50004572487373	0.3	0.603537786298633	0.74297815853649	-0.6	0.406311131765183	-1.17684581074543
ENSG00000202536	Y_RNA	16979120				0.3	0.398985559723346	1.11535239895018						
ENSG00000202537	U8	16899892				-0.2	0.668833622828402	-0.584060983325562						
ENSG00000202542	Y_RNA	16808791	0.3	0.63528875614951	0.775136348774753	-0.1	0.758824676340824	-0.427543460851666	-0.6	0.0320828774127716	-3.3712796856309	0.1	0.928738043378557	0.143177776851903
ENSG00000202569	MIR146B	16708666										0.4	0.247331088988826	1.6640336337667
ENSG00000202601	MIR582	16996541				0.5	0.0805790687140434	2.45679254108037				0.3	0.413479375837262	1.15683269500426
ENSG00000202609	MIR488	16696721				0.3	0.232384833921479	1.59034507249814				0.5	0.148442343960352	2.14772943061249
ENSG00000203280	KIAA1671-AS1	16933252							-0.1	0.828111365378648	-0.327420419349525	0.2	0.618888695065568	0.718811038671759
ENSG00000203307	FAM78B-AS1	16673298				-0.4	0.108725073030055	-2.20964414063068						
ENSG00000203326	ZNF525	16864934				-0.8	0.0239958546739847	-3.55886767483356	-1.3	0.00570698771060313	-5.26256497239689	-0.7	0.104641792301763	-2.47788492992661
ENSG00000203334	ENSG00000203334	17117531				-0.3	0.412554462151101	-1.08442155471159				0.4	0.198536357785579	1.86780610108113
ENSG00000203392	ENSG00000203392	16803217							-0.2	0.542890320063462	-0.863905181416952	-0.1	0.833522952534675	-0.324567640009392
ENSG00000203469	ENSG00000203469	16658904				0.4	0.268282462314745	1.46930953329774						
ENSG00000203485	INF2	16789448				0.2	0.532592161216228	0.835416432737072						
ENSG00000203496	ENSG00000203496	16704090										-0.6	0.0802182785839168	-2.7295414185871
ENSG00000203527	SCUBE1-AS1	16930971				-0.5	0.062732146852753	-2.67067426266073						
ENSG00000203531	ENSG00000203531	16908970	-0.9	0.0493872500224301	-3.51317918299589	-0.4	0.113367745058094	-2.17550028446809						
ENSG00000203581	OR1F2P	16815409										0.1	0.69182426746764	0.58220572193357
ENSG00000203585	LINC02408	16753746				-0.5	0.0635764910306233	-2.65947803934664						
ENSG00000203588	IGBP1-AS1	17111801				0.5	0.0746675745635356	2.51811616563454						
ENSG00000203593	ENSG00000203593	16746795				0.2	0.626236298817894	0.660960971520945						
ENSG00000203605	ENSG00000203605	16665497				-0.4	0.165924863545645	-1.86672164032224						
ENSG00000203645	LINC00501	16948158										-0.3	0.466385351573733	-1.03046276239912
ENSG00000203647	ENSG00000203647	16955935	-0.7	0.157140168503599	-2.30304815712056	-1.2	0.00501036471918307	-5.45295563041427	-0.8	0.0354019253288928	-3.28462424131221	-0.8	0.034075885945597	-3.67413519157681
ENSG00000203650	LINC01285	17106518				-0.5	0.0430179622415093	-3.00311564627814						
ENSG00000203661	OR2T5	16679811				-0.2	0.584706655051537	-0.73768359910982						
ENSG00000203663	OR2L2	16679777				-0.2	0.474773995685011	-0.949676827701529						
ENSG00000203664	OR2W5P	16679715				-0.3	0.304703015220995	-1.35890426149893						
ENSG00000203666	EFCAB2	16679569				0.2	0.540278491937012	0.820686992830904	0.1	0.713334800485265	0.537705992596103	0.1	0.733964193711252	0.503194152559928
ENSG00000203667	COX20	16679557				-0.6	0.0286738493615221	-3.38584035984431	-0.5	0.11359310305839	-2.26973555428428	-0.6	0.0318670120005807	-3.76099548175383
ENSG00000203684	IBA57-DT	16700189				-0.9	0.00798879666429243	-4.82781172028042	-0.6	0.0516142658442851	-2.94046738980071			
ENSG00000203709	MIR29B2CHG	16698789				-0.2	0.510618329174152	-0.879556507416355						
ENSG00000203710	CR1	16676819	0.3	0.582521476285538	0.886763428022147	2.9	0.00209921778868574	6.89307824799331	1.9	0.00327675777925245	6.0339776532297	1.3	0.0439415280522944	3.37548203778837
ENSG00000203721	LINC00862	16697674				-0.1	0.86290802400544	-0.241976858535722						
ENSG00000203727	SAMD5	17013507							-0.1	0.869375814020534	-0.252248074093764	0.4	0.32114830979352	1.40808505839557
ENSG00000203729	LINC00272	16674700	0.2	0.664516283421434	0.704519209531685	-0.4	0.197110812682177	-1.7270373985111				0.4	0.213455224626012	1.80060531132804
ENSG00000203733	GJE1	17013110										0.4	0.3923084772013	1.21127537182252
ENSG00000203737	GPR52	16674080	-0.5	0.237799213946783	-1.8953955581974	-0.2	0.661067107137476	-0.598191402626134				-0.4	0.239168218765297	-1.69568106328453
