Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'Crohn's disease' vs 'normal'.tStat	condition2.foldChange	condition2.pValue	'ulcerative colitis' vs 'normal'.tStat
ENSG00000138640	FAM13A	41145_at	0.1	0.702776622443533	0.59280335819218	-0.1	0.564413093492216	-0.81850484267332
ENSG00000138674	SEC31A	35827_at				-0.3	0.259617138513228	-1.59337044087215
ENSG00000138688	KIAA1109	36814_at	-0.8	0.0241570155600196	-3.6721456296496	-1.0	0.0142139849959085	-4.49060196604587
ENSG00000138698	RAP1GDS1	32602_at	-0.1	0.696347093414928	-0.607308491798407	-0.1	0.675764879502813	-0.598835149925678
ENSG00000138722	MMRN1	35664_at				0.3	0.112212932314344	2.37767445913729
ENSG00000138735	PDE5A	34953_i_at	-0.3	0.0538971606647363	-3.01592378337479			
ENSG00000138744	NAAA	33382_at	-0.6	0.164390876700293	-2.06081415334429	-0.9	0.107827641397812	-2.41945535359263
ENSG00000138755	CXCL9	37219_at	0.6	0.597175548115896	0.807068345302413	0.2	0.711188957067765	0.536522409502402
ENSG00000138756	BMP2K	37170_at	-0.3	0.184792365116954	-1.96223876925478	-0.4	0.198201460440859	-1.85163248199306
ENSG00000138757	G3BP2	35793_at	-0.4	0.134481613703854	-2.23943225276542	-0.6	0.080453177599507	-2.71014109395544
ENSG00000138760	SCARB2	33823_at	0.1	0.698290097530272	0.603015677384265			
ENSG00000138764	CCNG2	37723_at				-0.1	0.812654781585665	-0.354264761674028
ENSG00000138768	USO1	37356_r_at	-0.1	0.808616382148721	-0.381748289681228			
ENSG00000138772	ANXA3	31792_at	-0.7	0.32347704399255	-1.44828052581606	-0.6	0.539407390680012	-0.872828971963882
ENSG00000138778	CENPE	37173_at	-0.2	0.500137855810988	-1.00412436306274			
ENSG00000138792	ENPEP	35220_at	0.2	0.826433693938757	0.348285052804031			
ENSG00000138794	CASP6	35662_at	-0.3	0.630401838060651	-0.743931454769506	-0.5	0.565558267932426	-0.81656145620889
ENSG00000138795	LEF1	36021_at	0.1	0.526028717845347	0.94921510234938	0.3	0.159847347065359	2.04053082710205
ENSG00000138796	HADH	35435_s_at	-0.2	0.46558459057967	-1.08237713443461	-0.2	0.62029559626544	-0.705377301671684
ENSG00000138801	PAPSS1	34411_at	-0.4	0.19558178089418	-1.91177245933281	-0.4	0.394732406050715	-1.19264844807762
ENSG00000138802	SEC24B	35845_at	-0.5	0.113891038129859	-2.3930238656555	-0.8	0.0653442717612256	-2.90398395887185
ENSG00000138814	PPP3CA	281_s_at	-0.1	0.702796919247227	-0.592570475881276			
ENSG00000138821	SLC39A8	40456_at	-0.2	0.740151527739069	-0.511434831073081	-0.7	0.0733971618419443	-2.78951491600699
ENSG00000138823	MTTP	38891_at	0.4	0.716354447257385	0.5622430801215			
ENSG00000138835	RGS3	37637_at	0.4	0.0795427891005141	2.70051057825219	0.7	0.0195748256124203	4.15901046065018
ENSG00000139112	GABARAPL1	35785_at	0.1	0.829847732099413	0.340784540856523	0.2	0.646848220113657	0.654271774891358
ENSG00000139180	NDUFA9	36205_at				-0.1	0.829783833316168	-0.325167065419813
ENSG00000139182	CLSTN3	41423_at				0.1	0.670230759778591	0.610679913849139
ENSG00000139218	SCAF11	35258_f_at	0.4	0.299582653886537	1.52423869569075	0.3	0.517594960839988	0.915141581425431
ENSG00000139318	DUSP6	41193_at	-0.5	0.299659115457573	-1.52385949576746	-0.4	0.37180889420157	-1.24940406375725
ENSG00000139329	LUM	38038_at	-0.5	0.423230794450352	-1.18519482189868	0.1	0.934406260822491	0.12738388666972
ENSG00000139343	SNRPF	41403_at	0.3	0.374765849916355	1.31034539124541	0.4	0.158818960893626	2.0478004360088
ENSG00000139372	TDG	40865_at	-0.1	0.491740242785347	-1.02370050728522	-0.1	0.670259247018977	-0.610452459045385
ENSG00000139496	NUP58	40018_at	-0.3	0.216092540654404	-1.81955080979017	-0.6	0.0453170273995341	-3.23523507440172
ENSG00000139505	MTMR6	38035_at	-0.2	0.548563011242203	-0.901541991553573	-0.3	0.328849600854219	-1.37251399785228
ENSG00000139508	SLC46A3	33168_at				-0.1	0.635824604365566	-0.676167855479035
ENSG00000139514	SLC7A1	39748_at	0.2	0.566656514106567	0.8665781046702			
ENSG00000139515	PDX1	400_at	0.2	0.205894039725298	1.86820065392768	0.2	0.34759135027911	1.31918354217125
ENSG00000139547	RDH16	33022_at				0.2	0.232509883259974	1.6984408885224
ENSG00000139641	ESYT1	38424_at	0.1	0.569743650901975	0.860112459640712	0.3	0.0559475946995174	3.03400615939783
ENSG00000139644	TMBIM6	33988_at	-0.4	0.0401021704968415	-3.30434807616715	-0.6	0.0105396908814677	-4.9024578670357
ENSG00000139684	ESD	38375_at	-0.4	0.125351828795087	-2.30616128836684	-0.5	0.154490546276317	-2.07577230887596
ENSG00000139687	RB1	2044_s_at	-0.2	0.578116246025059	-0.844374987257015	-0.2	0.740882248171073	-0.481531726100552
ENSG00000139793	MBNL2	33318_at	-0.2	0.147266688989652	-2.1558168604301	-0.2	0.195348306831626	-1.86281253024258
ENSG00000139910	NOVA1	185_at	-0.3	0.0440225260744232	-3.1773151020111	-0.2	0.173660235544055	-1.97031821636236
ENSG00000139921	TMX1	34768_at	-0.5	0.212900354011599	-1.83263831415352	-0.7	0.0399721952945706	-3.36295197697116
ENSG00000139974	SLC38A6	36758_at	-0.2	0.232696062832081	-1.75340829135828	-0.2	0.242618915793748	-1.6593347892029
ENSG00000140025	EFCAB11	40722_at	0.4	0.0345067214938605	3.44705431330435	0.6	0.0134309933876236	4.55790065435813
ENSG00000140030	GPR65	34930_at	0.1	0.431616895623397	1.16571267163688			
ENSG00000140092	FBLN5	39038_at	0.1	0.771752485302919	0.452901758656991	0.2	0.234708443115357	1.69075876130653
ENSG00000140105	WARS1	38121_at	0.9	0.146620938789541	2.159584734226	0.7	0.0719373786196496	2.80988460673071
ENSG00000140259	MFAP1	36535_at				-0.1	0.612907644616733	-0.72209633702664
ENSG00000140262	TCF12	33348_at	-0.5	0.0804778872987859	-2.69408338528649	-0.6	0.20054963622176	-1.8399765073716
ENSG00000140284	SLC27A2	37485_at	0.3	0.382902144253614	1.2878110837445	0.2	0.725975848435094	0.510271961651563
ENSG00000140299	BNIP2	32060_at	0.1	0.784509253700592	0.428092775634907			
ENSG00000140307	GTF2A2	869_at	-0.1	0.728797112431758	-0.537024936447408	-0.3	0.144328626724583	-2.1485642533371
ENSG00000140320	BAHD1	33365_at	-0.3	0.054124129207962	-3.0116823434888	-0.3	0.027323408966668	-3.77154622668969
ENSG00000140332	TLE3	38234_at				0.3	0.103871881422792	2.45175325053907
ENSG00000140350	ANP32A	37034_at	-0.2	0.206684911341878	-1.8648307563187	-0.2	0.410790383808118	-1.14914625054576
ENSG00000140365	COMMD4	32198_at	0.2	0.227956031119259	1.77473003590469			
ENSG00000140368	PSTPIP1	34914_at	0.3	0.129375327450277	2.27571231668274	0.3	0.110360629471778	2.39476534665887
ENSG00000140374	ETFA	40509_at	-0.1	0.679588503446077	-0.642528636660674	-0.1	0.887180978432489	-0.223797788597751
ENSG00000140379	BCL2A1	2002_s_at	0.7	0.288409999480199	1.56399266962577	0.9	0.151595135964848	2.0938074153457
ENSG00000140386	SCAPER	40937_at	-0.5	0.00814218629002167	-4.49898455603092	-0.6	0.011886982711626	-4.72738448440998
ENSG00000140391	TSPAN3	38612_at	-0.4	0.164619679645216	-2.05942239186467	-0.5	0.12139930709887	-2.30793506080356
ENSG00000140396	NCOA2	34312_at	-1.0	0.0107999198398854	-4.27180974846573	-1.3	0.0151826448139716	-4.3987076357707
ENSG00000140400	MAN2C1	35170_at	0.2	0.526228755960347	0.948740299269947	0.1	0.617775347613828	0.712280184972621
ENSG00000140416	TPM1	36790_at	-0.1	0.826433693938757	-0.348154202926879	-0.2	0.456739871940104	-1.04156514547104
ENSG00000140465	CYP1A1	1024_at	0.3	0.0428735264357762	3.25107778707112	0.3	0.0733971618419443	2.78955905669407
ENSG00000140479	PCSK6	32001_s_at	-0.4	0.209561027490613	-1.85004182097158	-0.6	0.0430528325257734	-3.28744481085204
ENSG00000140526	ABHD2	41088_at	0.2	0.365708861963849	1.33154749578292	0.2	0.366250045423654	1.26251011186529
ENSG00000140538	NTRK3	1060_g_at				0.3	0.139156528028524	2.18085442718465
ENSG00000140545	MFGE8	34403_at	0.2	0.23396142301589	1.74797180297998	0.7	0.0362934862893335	3.46895771056408
ENSG00000140564	FURIN	35338_at	0.2	0.317544560459032	1.46619561422562			
ENSG00000140575	IQGAP1	1825_at	-0.3	0.153672187951149	-2.11571508425251	-0.4	0.124417867722229	-2.27982753253873
ENSG00000140612	SEC11A	39139_at	-0.1	0.775441422382591	-0.447009347772608	-0.1	0.520535644181995	-0.909813756651064
ENSG00000140675	SLC5A2	41305_at	0.2	0.127557242230209	2.28746673846046			
ENSG00000140678	ITGAX	36709_at	0.4	0.0469578675841741	3.12384535013997	0.4	0.133571246839432	2.21689708518673
ENSG00000140682	TGFB1I1	35146_at	-0.1	0.737191193957105	-0.517150725626426			
ENSG00000140718	FTO	37242_at	0.3	0.284910495054804	1.57833649783623	0.3	0.128907841341923	2.25059356073963
ENSG00000140740	UQCRC2	40854_at	-0.1	0.706949453828616	-0.584431263428952	-0.1	0.895540828944537	-0.205024835757526
ENSG00000140743	CDR2	36190_at	-0.2	0.333888153157442	-1.41885433197262	-0.3	0.0940878691766668	-2.53760621172249
ENSG00000140749	IGSF6	34946_at	0.2	0.483765730121777	1.04129966017178			
ENSG00000140829	DHX38	37390_at	0.4	0.0253546494784321	3.63426758991746	0.4	0.00629792889641764	5.43517907567491
ENSG00000140836	ZFHX3	37114_at	-0.1	0.551217038164365	-0.89640521989515	-0.1	0.663341122627353	-0.624113723654712
ENSG00000140937	CDH11	36976_at	-0.8	0.108426439690051	-2.43387501609829	-0.5	0.291580483974506	-1.48351158078301
ENSG00000140939	NOL3	35382_at				0.2	0.226572199362983	1.7218828343104
ENSG00000140941	MAP1LC3B	39370_at	-0.1	0.557122088287198	-0.883729345503503	-0.1	0.700227116509985	-0.556492332631265
ENSG00000140943	MBTPS1	36964_at	0.2	0.271387457502904	1.62147352067454	0.2	0.500557422927347	0.949558028941752
ENSG00000140948	ZCCHC14	38101_at	-0.2	0.405864132151122	-1.22851080773298	-0.3	0.133731122983118	-2.21590503025028
ENSG00000140968	IRF8	32941_at				0.1	0.662436811142917	0.62676740418842
ENSG00000140986	RPL3L	38206_at				0.2	0.387428305922844	1.21060647287655
ENSG00000141030	COPS3	35349_at				0.2	0.215541419288215	1.77041526460675
ENSG00000141068	KSR1	1716_at	0.1	0.516996108247708	0.968411521518877	0.1	0.415541009435131	1.13722207730191
ENSG00000141198	TOM1L1	40229_at	-0.3	0.185257257232791	-1.95805859294503	-0.5	0.0283829361752853	-3.72307445802939
ENSG00000141232	TOB1	40631_at	-0.7	0.0396806562911064	-3.33181177826515	-0.9	0.0491747178813541	-3.14560112043162
ENSG00000141279	NPEPPS	39431_at	-0.2	0.312224221870157	-1.48187668791209	-0.3	0.207043375095101	-1.80895861585335
ENSG00000141293	SKAP1	38862_at				0.2	0.35715220357204	1.28871459367524
ENSG00000141338	ABCA8	35717_at	-1.6	0.032387599773618	-3.48863557803913	-1.6	0.0195763047520138	-4.14666604322632
ENSG00000141367	CLTC	41159_at	-0.4	0.226458859030291	-1.78209447200533	-0.6	0.121561246397015	-2.30589658079562
ENSG00000141380	SS18	34069_s_at	0.1	0.421534639665554	1.18970448390463	0.2	0.479141326703101	0.99282112518962
ENSG00000141384	TAF4B	34628_at				-0.2	0.394975905905861	-1.19204632794749
ENSG00000141401	IMPA2	36496_at				-0.4	0.334911333145951	-1.35608764191676
ENSG00000141424	SLC39A6	1798_at	0.1	0.732132786661255	0.527780702606297	0.1	0.638202465556085	0.67061070954015
ENSG00000141429	GALNT1	38041_at	-0.5	0.139927722462007	-2.20122712688995	-0.5	0.245712081524783	-1.64929435181248
ENSG00000141434	MEP1B	31976_at	0.3	0.741879350424528	0.508309621059797	0.4	0.54351486169493	0.864079937468308
ENSG00000141456	PELP1	32455_s_at	0.1	0.687624203608379	0.625361728346797			
ENSG00000141458	NPC1	37047_at	0.2	0.356074216714895	1.35664738258982			
ENSG00000141480	ARRB2	33283_at	0.2	0.191444378644603	1.92940856278488			
ENSG00000141503	MINK1	39833_at	-0.2	0.354446123749704	-1.36176288235141	-0.2	0.15961065261198	-2.04268976703892
ENSG00000141510	TP53	1939_at	0.1	0.742755023034352	0.505998910031005	0.1	0.696877155094653	0.561959384815601
ENSG00000141522	ARHGDIA	40164_at	0.2	0.602015135550443	0.798163293891227	0.3	0.31925552904398	1.3982546612112
ENSG00000141524	TMC6	32116_at	0.3	0.196412353620213	1.90847929755329	0.4	0.151540201573726	2.09457344895485
ENSG00000141526	SLC16A3	33143_s_at	0.2	0.540988563122773	0.915870513904956	0.5	0.150810382245494	2.10294173562528
ENSG00000141542	RAB40B	555_at	-0.3	0.35129522691864	-1.37152580659193	-0.4	0.062732521775291	-2.94473632922014
ENSG00000141543	EIF4A3	38031_at	0.2	0.428079105500836	1.1743992526139	0.2	0.121485654130481	2.30724137269618
ENSG00000141551	CSNK1D	36949_at	0.2	0.21398488208944	1.82790797592563	0.1	0.76010515891307	0.447960179337127
ENSG00000141568	FOXK2	40476_s_at	0.1	0.363917786867407	1.33693392145062			
ENSG00000141574	SECTM1	41045_at	0.1	0.869112245567952	0.262553313719695	-0.4	0.380022379777426	-1.22743516809903
ENSG00000141577	CEP131	32887_at	0.4	0.0626437232068627	2.8817198476909	0.5	0.0265471515771523	3.80249118357922
ENSG00000141580	WDR45B	39185_at	0.4	0.00377157077333677	4.9482961955734	0.3	0.183459470482463	1.9165162517398
ENSG00000141582	CBX4	31731_at				0.3	0.0865090754589559	2.6278922820982
ENSG00000141646	SMAD4	36953_at	-0.5	0.0597943872808501	-2.9183446885795	-0.7	0.0666232996260922	-2.88307049978351
ENSG00000141655	TNFRSF11A	32479_at				-0.3	0.0924058757679053	-2.55677693880991
ENSG00000141699	RETREG3	38423_at	0.2	0.314519815838027	1.4748469950012	0.2	0.252269299056468	1.62211507435266
ENSG00000141736	ERBB2	33218_at				-0.1	0.742521429602617	-0.477762902053589
ENSG00000141738	GRB7	1680_at				-0.1	0.595028250077208	-0.756785148298609
ENSG00000141753	IGFBP4	39781_at	0.2	0.596932985900549	0.807582063493784	0.5	0.174325988208359	1.96633512319286
ENSG00000141759	TXNL4A	33632_g_at	0.4	0.110966622047291	2.41344211771536	0.4	0.00599193134359049	5.61280106694689
ENSG00000141837	CACNA1A	41052_s_at	0.3	0.139927722462007	2.20027587285054	0.4	0.059947332666353	2.98261902095592
ENSG00000141934	PLPP2	34771_at	0.4	0.0927628460177989	2.5549041651097	0.4	0.0420939167082245	3.31150108886025
ENSG00000141959	PFKL	40116_at	0.1	0.48698138993659	1.03327133457781	0.2	0.523543247785733	0.903466569345052
ENSG00000141968	VAV1	34481_at	0.4	0.00301593118360423	5.17552274138478	0.5	0.0724488546086558	2.8023896725722
ENSG00000141985	SH3GL1	39159_at	0.5	0.0504608325371995	3.059845446971	0.5	0.0185552362567425	4.21783546006888
ENSG00000142089	IFITM3	41745_at	0.8	0.13370574058345	2.24510321979389	0.8	0.0673499625362653	2.87043298829395
ENSG00000142156	COL6A1	38722_at	-0.1	0.629213242864954	-0.746649037385509	0.4	0.29256067592096	1.48019401164872
ENSG00000142166	IFNAR1	1157_s_at	-0.3	0.20975234066608	-1.84718429220349	-0.4	0.0887901967782033	-2.59660611332294
ENSG00000142168	SOD1	36620_at	0.1	0.761708578404905	0.47169740789604	0.1	0.823197934483281	0.336923984957334
ENSG00000142173	COL6A2	34802_at	-0.1	0.758367185004618	-0.478434796328865	0.5	0.313710245739512	1.41643838373814
ENSG00000142192	APP	41136_s_at	-0.4	0.43603272627194	-1.15724172520866	-0.6	0.0886587485796306	-2.59942061505827
ENSG00000142197	DOP1B	37827_r_at	-0.3	0.265109553570542	-1.64196045757299	-0.7	0.0304763803538118	-3.64974247256616
ENSG00000142207	URB1	33704_at	0.2	0.33167198903983	1.42637358776129	0.4	0.150810382245494	2.10321473866102
ENSG00000142208	AKT1	1564_at				-0.1	0.570217254244466	-0.809073441708982
ENSG00000142227	EMP3	39182_at				0.4	0.328332691336047	1.37489442883735
ENSG00000142319	SLC6A3	36305_at	0.2	0.147709207957575	2.15073129401878	0.2	0.211602020567968	1.79089890288372
ENSG00000142347	MYO1F	35132_at				0.2	0.12390859611555	2.28562052333762
ENSG00000142409	ZNF787	32608_at	0.2	0.236362160140599	1.7395033120292	0.2	0.476925604643975	0.997761478216731
ENSG00000142453	CARM1	40182_s_at	0.5	0.0440195939229869	3.18940418396925	0.6	0.0168212085672723	4.31043488337937
ENSG00000142484	TM4SF5	38607_at				-0.5	0.108986056470737	-2.40611161260263
ENSG00000142507	PSMB6	941_at	0.2	0.284910495054804	1.57811130607225	0.2	0.475732293422823	1.00071556055762
ENSG00000142515	KLK3	1662_r_at	0.1	0.685907938207231	0.62941671211144	0.2	0.469266469278566	1.01656087004131
ENSG00000142583	SLC2A5	34362_at	0.1	0.853047765081387	0.294449781969951			
ENSG00000142599	RERE	32253_at	-0.2	0.287963285648595	-1.56567434986216	-0.3	0.217946972282412	-1.75935560269823
ENSG00000142627	EPHA2	1379_at	0.2	0.385445973320184	1.28025732103112	0.2	0.403186098335218	1.16873747421396
ENSG00000142655	PEX14	33760_at	0.3	0.110966622047291	2.41205201882036			
ENSG00000142657	PGD	36963_at	0.4	0.148880227244442	2.14496645100911	0.6	0.0262459179657469	3.81980410636622
ENSG00000142676	RPL11	41178_at	-0.1	0.633878363710958	-0.73392614720367			
ENSG00000142684	ZNF593	38640_at	0.5	0.0959895060708179	2.52999147570956	0.6	0.0301839340944538	3.66421241121618
ENSG00000142731	PLK4	32703_at	-0.2	0.298173570713308	-1.52713497640056	-0.3	0.0632104531731773	-2.93466638807295
ENSG00000142748	FCN3	34708_at	0.1	0.669452430269494	0.663406670093482	0.1	0.428879682768066	1.10411067374089
ENSG00000142798	HSPG2	32845_at	0.1	0.805743191181828	0.38839156754669	0.4	0.0886587485796306	2.59796093737821
ENSG00000142856	ITGB3BP	40676_at	-0.3	0.106616170779968	-2.44788579891944			
ENSG00000142864	SERBP1	40441_g_at	-0.6	0.137880170576123	-2.2164146185553	-0.9	0.0378658669941343	-3.4251776880534
ENSG00000142867	BCL10	38871_at	-0.6	0.260961357795113	-1.65900267955631	-0.8	0.029440541143019	-3.69055497951539
ENSG00000142871	CCN1	38772_at	-0.2	0.846804569049228	-0.305667467874851	0.6	0.652741377196875	0.643427125571404
ENSG00000142875	PRKACB	36215_at	-1.7	0.0078996455957223	-4.53111359618199	-2.1	7.82197338223536E-4	-8.34099463137878
ENSG00000142892	PIGK	40305_r_at				-0.2	0.179372854030859	-1.93870923746046
ENSG00000142945	KIF2C	36837_at	0.2	0.336939418351565	1.41082334684005	0.2	0.145740061765076	2.14047486083852
ENSG00000142949	PTPRF	36204_at				-0.4	0.250521463585379	-1.63009182329313
ENSG00000142973	CYP4B1	1667_s_at	0.3	0.0794237712452677	2.70370538386181	0.4	0.00903965209619591	5.0555500298431
ENSG00000143013	LMO4	1452_at	0.1	0.803467701346302	0.394348421939747	0.1	0.656497728040243	0.636874728417642
ENSG00000143033	MTF2	34337_s_at	-0.4	0.113891038129859	-2.39331692065285	-0.5	0.10796924721664	-2.4158089949878
ENSG00000143061	IGSF3	38086_at	-0.7	0.0440225260744232	-3.17640302939518	-1.0	0.0381018770136543	-3.41978714709239
ENSG00000143106	PSMA5	37046_at	0.3	0.215020568174593	1.82431699741989	0.2	0.362915726077549	1.2713296263445
ENSG00000143119	CD53	38378_at	0.3	0.511658201036854	0.977726814375895	0.4	0.460384633604477	1.03497100987827
ENSG00000143155	TIPRL	33035_at	-1.1	8.83144403040158E-4	-5.96852201447765	-1.3	0.00270054793240381	-6.49552539294472
ENSG00000143158	MPC2	37000_at	-0.2	0.465167638414704	-1.08388266724119	-0.5	0.139813109502809	-2.17571282857967
ENSG00000143162	CREG1	35311_at	-0.2	0.272110278863381	-1.61829172965952	-0.2	0.345960954450782	-1.32390077928754
ENSG00000143167	GPA33	37875_at	-0.1	0.674383781309848	-0.653574542868523	-0.6	0.0934849374180809	-2.54659262607817
ENSG00000143178	TBX19	36702_at				-0.2	0.254299420691813	-1.61437636434521
ENSG00000143183	TMCO1	39116_at	-0.6	0.0417196052219096	-3.27425121956237	-0.8	0.00629792889641764	-5.41960509330276
ENSG00000143185	XCL2	31495_at				-0.3	0.14535429621156	-2.14332723875746
ENSG00000143198	MGST3	39018_at	-0.3	0.318228944880387	-1.46432697231895	-0.3	0.284442171340379	-1.50720865262915
ENSG00000143248	RGS5	33890_at	0.5	0.276909929327812	1.60188009992591	1.2	0.124578518936248	2.27724181222272
ENSG00000143257	NR1I3	105_at	0.2	0.126644270733969	2.29387625735476			
ENSG00000143278	F13B	34616_at	0.1	0.694378300283425	0.611702680143957	0.3	0.269707757622108	1.55838797465793
ENSG00000143319	ISG20L2	40946_at	0.2	0.179400893291265	1.98955567491748			
ENSG00000143321	HDGF	38779_r_at	0.1	0.742536166967303	0.506681379431364	-0.1	0.63749924796676	-0.672026066539446
ENSG00000143333	RGS16	41779_at				0.2	0.282226803678445	1.51669210705449
ENSG00000143337	TOR1AIP1	40832_s_at	-0.6	0.125487254116103	-2.30303591609466	-0.7	0.10011467962292	-2.47938090928145
ENSG00000143344	RGL1	37539_at	-0.5	0.0671835713622115	-2.82401151414584	-0.4	0.0745869035744622	-2.77437638460109
ENSG00000143368	SF3B4	33909_at				0.1	0.690705537542227	0.573717266370567
ENSG00000143369	ECM1	37600_at				0.2	0.272582906184891	1.54846892574411
ENSG00000143384	MCL1	277_at	0.4	0.178988863660266	1.99166159886381	0.4	0.167973792181579	2.00075826436035
ENSG00000143387	CTSK	38466_at	0.2	0.714385365106588	0.568634370303787	0.9	0.140072628386744	2.17170061529159
ENSG00000143390	RFX5	32144_at				0.1	0.53713758392004	0.877662325166566
ENSG00000143398	PIP5K1A	31833_at	0.1	0.710558598165565	0.577784864173343			
ENSG00000143401	ANP32E	40347_at	-0.1	0.562053081173345	-0.874621188291407	0.2	0.471882296687311	1.01048361640608
ENSG00000143416	SELENBP1	37405_at	-0.5	0.331808697413529	-1.42554414711974	-1.2	0.155503992139716	-2.06821974944952
ENSG00000143420	ENSA	39010_at				0.1	0.544482174825533	0.860861312693706
ENSG00000143434	SEMA6C	40014_at	0.3	0.0973611923857234	2.51928896544665	0.3	0.134643220696459	2.2090649435531
ENSG00000143437	ARNT	35967_at	-0.3	0.0570581565991183	-2.96451426017423			
ENSG00000143442	POGZ	38688_at	-0.3	0.0574861985828378	-2.95315730769723	-0.3	0.0455030389375986	-3.23219048751837
ENSG00000143473	KCNH1	33087_s_at	0.3	0.133363822251392	2.25078225862797	0.2	0.187943839092578	1.89570124773033
ENSG00000143479	DYRK3	39931_at				0.2	0.317730774930335	1.40343945361534
ENSG00000143537	ADAM15	38282_at	0.2	0.247142998482476	1.70232606374589	0.2	0.326379538746348	1.37984051662077
ENSG00000143546	S100A8	41096_at	1.5	0.203178477517419	1.87776459569521	1.2	0.1522887968797	2.08831743536453
ENSG00000143569	UBAP2L	38089_at	0.3	0.140372570874762	2.19518560320038	0.3	0.194418941476931	1.86679190732334
ENSG00000143575	HAX1	39800_s_at				0.1	0.543441005196661	0.865505275183477
ENSG00000143603	KCNN3	37051_at				0.4	0.115310578935183	2.35527255675452
ENSG00000143622	RIT1	38331_at	0.1	0.395335320319973	1.25592016548241	0.1	0.587440318379417	0.772658496557931
ENSG00000143632	ACTA1	31737_at	0.1	0.517605113874546	0.966761350204552	0.2	0.310003409550611	1.42697273936995
ENSG00000143641	GALNT2	31342_at	0.4	0.0407659869719228	3.29004182442563	0.5	0.0493946266233322	3.13605007679349
ENSG00000143653	SCCPDH	34862_at	-0.2	0.567936108900144	-0.864305477558337	-0.2	0.670838198389731	-0.608757329019611
ENSG00000143669	LYST	35695_at				-0.1	0.73292122733789	-0.498478394924163
ENSG00000143702	CEP170	33893_r_at	-0.2	0.422252766165755	-1.18815051829157			
ENSG00000143748	NVL	40285_at	-0.2	0.463072818556717	-1.08855592092563	-0.3	0.223886308278964	-1.73258004377642
ENSG00000143753	DEGS1	33337_at				0.2	0.535311338230738	0.88119525974531
ENSG00000143756	FBXO28	35762_at	-0.4	0.0806473462032771	-2.69262453668485	-0.5	0.139156528028524	-2.18094335391872
ENSG00000143761	ARF1	33987_at	0.3	0.0644390569940937	2.85499647376873	0.3	0.182472952064066	1.92193377535046
ENSG00000143772	ITPKB	37272_at				0.1	0.673588202551989	0.602328154030961
ENSG00000143774	GUK1	905_at				0.1	0.634650413413187	0.678644389465285
ENSG00000143776	CDC42BPA	32206_at				-0.1	0.757444195012691	-0.453734527303468
ENSG00000143797	MBOAT2	38262_at	-0.4	0.0434942710916444	-3.21480317535848	-0.5	0.0901934601760451	-2.57989684044494
ENSG00000143799	PARP1	1287_at	0.2	0.456180531367914	1.10838099633322	0.3	0.241546169769317	1.66323813578865
ENSG00000143815	LBR	288_s_at	-0.3	0.32347704399255	-1.44826460868934	-0.4	0.149038018444528	-2.11627903716787
ENSG00000143819	EPHX1	38790_at	-0.1	0.863406061760825	-0.274070724495354	-0.2	0.538477309370259	-0.87450672279465
ENSG00000143850	PLEKHA6	33807_at	-0.1	0.417598928775073	-1.19856129612896	-0.4	0.131244318268341	-2.23406026238217
ENSG00000143851	PTPN7	1760_s_at				0.3	0.172924024114529	1.97537657164195
ENSG00000143870	PDIA6	41750_at	-0.1	0.855028919339098	-0.290532070895044	-0.1	0.734256217932017	-0.495448290098068
ENSG00000143878	RHOB	1826_at	0.1	0.776490919839597	0.444660333671702	0.2	0.485001896195442	0.981954078856018
ENSG00000143933	CALM2	911_s_at	-0.3	0.23263103355966	-1.75443177715154	-0.5	0.0733971618419443	-2.78834596841561
ENSG00000144035	NAT8	38128_at	0.1	0.898441615229463	0.205640004262343			
ENSG00000144036	EXOC6B	36315_i_at	0.4	0.065973862715545	2.8357992386574	0.4	0.183921413207594	1.91404903857202
ENSG00000144048	DUSP11	39727_at	-0.3	0.166941534160144	-2.04774008005807	-0.5	0.151215426620532	-2.10066210237722
ENSG00000144061	NPHP1	40384_at				0.3	0.0901934601760451	2.58074370983026
ENSG00000144063	MALL	33331_at	-0.3	0.303979184550713	-1.51106729187733	-0.3	0.0984663478657538	-2.49412778585611
ENSG00000144118	RALB	32776_at	0.1	0.620888884805685	0.762179898572813	0.1	0.518196319429972	0.9139061658543
ENSG00000144136	SLC20A1	1138_at	0.2	0.697106709817977	0.605071006823411	0.7	0.357890017372324	1.28657094772673
ENSG00000144224	UBXN4	37336_at	-0.7	0.11679588028661	-2.36952190045825	-0.9	0.0471029948686143	-3.19970732798937
ENSG00000144230	GPR17	39972_at				0.2	0.15985916487271	2.03920513835302
ENSG00000144283	PKP4	39788_at	-0.2	0.35129522691864	-1.37149814428897	-0.1	0.659533624433668	-0.63144714744671
ENSG00000144366	GULP1	41419_at	-0.6	0.133363822251392	-2.24846003144893	-0.3	0.322399183019019	-1.390327890795
ENSG00000144452	ABCA12	31754_at	0.2	0.401566508534277	1.23969778722114	0.4	0.027174073206184	3.77815851150267
ENSG00000144476	ACKR3	34288_at	-0.1	0.805743191181828	-0.388191402774545			
ENSG00000144566	RAB5A	36110_at	-0.1	0.650817948392417	-0.698842589916222	-0.2	0.432989434382097	-1.0945497922018
ENSG00000144580	CNOT9	33844_at				-0.2	0.362915726077549	-1.27037876590785
ENSG00000144674	GOLGA4	32150_at	-0.2	0.600268488642939	-0.801915687629558	-0.4	0.348154653626949	-1.31775497477606
