Gene ID	Gene Name	condition1.foldChange	condition1.pValue	condition2.foldChange	condition2.pValue	condition3.foldChange	condition3.pValue
ENSMUSG00000031949	Adat1	-0.2	0.829727498034847	0.1	0.912482797423106	0.3	0.606292071086281
ENSMUSG00000031950	Gabarapl2	-0.5	0.0530967500618326	-0.4	0.191884042469486	-0.7	0.0223933910861482
ENSMUSG00000031951	Tmem231	-0.3	0.675315486630407	0.5	0.356459530827698	0.7	0.178705130823515
ENSMUSG00000031953	Tmem170	-0.4	0.208868789949442	-0.2	0.50557552185486	-1.4	2.76954255472047E-4
ENSMUSG00000031954	Cfdp1	0.4	0.1601453965059	0.5	0.097043350572053	0.5	0.177349877614993
ENSMUSG00000031955	Bcar1	0.2	0.696539556733859	-0.2	0.738041407376263	-0.3	0.636786345152236
ENSMUSG00000031958	Ldhd	0.7	0.0799221006867883	0.5	0.304487308427274	2.2	3.4899099466217E-4
ENSMUSG00000031959	Wdr59					0.1	0.855400716335638
ENSMUSG00000031960	Aars	0.7	0.00138714065787512	0.3	0.482214944424639	0.4	0.299215789692539
ENSMUSG00000031963	Bmper	0.6	0.456549095307668	1.1	0.167482297881764	5.3	5.90239735698508E-16
ENSMUSG00000031967	Afg3l1	0.5	0.0365554929919782	0.4	0.168011157760651	0.1	0.718853644413283
ENSMUSG00000031969	Acad8	-0.1	0.795022331444846	0.1	0.811146708371229	-1.0	2.38636556662164E-4
ENSMUSG00000031970	Dbndd1	-0.4	0.590383283012071	-0.5	0.532914634396638	1.0	0.181308031016564
ENSMUSG00000031971	Ccsap			0.2	0.822944059262953	0.3	0.6559502353874
ENSMUSG00000031972	Acta1			-0.6	0.171231668387533	-2.4	0.00259290826657695
ENSMUSG00000031974	Abcb10	0.5	0.0255296399468019	-0.2	0.550760359402601	-0.9	0.00281317314101213
ENSMUSG00000031976	Urb2			-0.5	0.127145649753079	-0.2	0.706695785146893
ENSMUSG00000031979	Cog2	-0.1	0.81439365858923	-0.1	0.631890270047747	-0.7	0.013987445232188
ENSMUSG00000031980	Agt	-0.3	0.56713726170075	0.6	0.116046625934788	1.8	0.00393929238221873
ENSMUSG00000031981	Capn9	-0.4	0.246595212287619	0.2	0.624103367534078	-2.1	0.160713498936591
ENSMUSG00000031982	Arv1	-0.1	0.90122850718385	-0.4	0.471243867141948	0.2	0.776935690336936
ENSMUSG00000031983	2310022B05Rik	-0.2	0.441806830248741	-0.4	0.197546038587114	0.3	0.695590005236309
ENSMUSG00000031984	2810004N23Rik	0.3	0.449192910466889	0.3	0.29630786287878	0.4	0.246364917435477
ENSMUSG00000031985	Gnpat	0.1	0.70247767918877	0.2	0.516623194575479		
ENSMUSG00000031986	Sprtn	-0.1	0.871543061136854	-0.1	0.759685492116292	0.2	0.659241742431627
ENSMUSG00000031987	Egln1	-0.2	0.570431420912268	-0.8	0.00242391488086803	-0.6	0.0937173025806761
ENSMUSG00000031988	Vps26b	-0.1	0.665950164102007	-0.3	0.360858469631646	-0.3	0.253899628125919
ENSMUSG00000031990	Jam3	-0.2	0.714693467274122	0.1	0.863201024746649	1.9	5.80534056614461E-7
ENSMUSG00000031993	Snx19	-0.1	0.750263396475565	-0.3	0.265339361551114	-0.2	0.662343809028586
ENSMUSG00000031994	Adamts8			0.2	0.702449372791622	0.9	0.127534739257834
ENSMUSG00000031995	St14	0.4	0.237854629919935	0.1	0.837243127593728	-0.6	0.523449838052901
ENSMUSG00000031996	Aplp2	-0.5	0.0115189711400231	-0.3	0.236469883979728	-0.3	0.248699736575193
ENSMUSG00000031997	Trpc6	0.4	0.670419949011223	0.9	0.260175318689514	3.3	3.05350080499037E-5
ENSMUSG00000032000	Birc3	-0.6	0.0159554235247606	-0.8	0.00229557935185987	0.2	0.519412026858322
ENSMUSG00000032002	Dcun1d5			0.1	0.89032986174208	0.4	0.372104098236389
ENSMUSG00000032006	Pdgfd	-1.4	1.566190479986E-4	-1.5	1.73222816826347E-4	-0.5	0.245900255189471
ENSMUSG00000032009	Sesn3	-0.2	0.673785459620821	0.3	0.568345555184654	0.8	0.0356170930168476
ENSMUSG00000032010	Usp2	0.5	0.214086735383901	0.4	0.23579534072725	-1.0	0.00789804506362012
ENSMUSG00000032011	Thy1	0.2	0.591801584345118	0.3	0.474314951342008	0.8	0.032598804236052
ENSMUSG00000032012	Nectin1	1.2	0.0700704574665432	0.7	0.148053851163274	1.2	0.241172218508397
ENSMUSG00000032013	Trim29	1.0	0.193404555395487	-1.9	0.00137399100357664		
ENSMUSG00000032014	Oaf	0.3	0.324987677260321	0.2	0.504901219812024	1.3	0.00635090820383587
ENSMUSG00000032015	Pou2f3			-0.2	0.878352498281181	-0.5	0.773928974867213
ENSMUSG00000032017	Grik4			0.6	0.586544076074213	2.4	0.0177001880845483
ENSMUSG00000032018	Sc5d	-0.2	0.309655428681778	-0.5	0.0515619299341697	-1.5	1.24286036530402E-5
ENSMUSG00000032020	Ubash3b	1.2	9.01154630761892E-4	0.3	0.656110053054993	2.6	3.36548145507689E-8
ENSMUSG00000032021	Crtam					3.7	0.0159636098352261
ENSMUSG00000032024	Clmp	-0.8	0.00115944642614661	-1.0	3.10680836174134E-5	0.6	0.300630828268871
ENSMUSG00000032026	Rexo2	0.1	0.823429233893398	0.2	0.511058667097882	0.7	0.0752892343410084
ENSMUSG00000032028	Nxpe2	0.8	0.0168480110212005	2.3	8.20636632920728E-17	-2.7	9.10925292321808E-6
ENSMUSG00000032030	Cul5	-0.3	0.305441772963515	-0.4	0.245378601282497	0.1	0.801263390071813
ENSMUSG00000032033	Barx2	0.1	0.923700405041805	-2.4	1.26641181659232E-7		
ENSMUSG00000032034	Kcnj5	-0.2	0.817070380520884	0.6	0.561711600763468	2.8	1.94469544580745E-4
ENSMUSG00000032035	Ets1	0.7	0.167026736492137	1.4	9.30412771507283E-4	3.2	1.33967386206992E-7
ENSMUSG00000032036	Kirrel3	0.8	0.274038258735912	0.4	0.662944983173895	0.5	0.558696207360038
ENSMUSG00000032038	St3gal4	-0.3	0.498191520217931			-2.5	1.18731250984698E-5
ENSMUSG00000032040	Dcps	0.4	0.222871787082854	0.8	0.0157397648720264	-0.6	0.161562534666823
ENSMUSG00000032041	Tirap	-0.3	0.404078795741873	-0.6	0.148137558446859	0.1	0.884343250156833
ENSMUSG00000032042	Srpr	0.1	0.727118838063707			0.1	0.843714602327127
ENSMUSG00000032044	Rpusd4	0.2	0.647886705692117	0.6	0.100337553886268	0.2	0.715231537652328
ENSMUSG00000032046	Abhd12			0.1	0.711888419592565	0.2	0.746450639827055
ENSMUSG00000032047	Acat1	0.4	0.0678293464884028	0.5	0.0580900988257119	-1.0	0.00116867707759422
ENSMUSG00000032050	Rdx	-0.2	0.324227333267631	-0.6	0.036499349469729	0.5	0.0790732235745715
ENSMUSG00000032051	Fdx1	-0.1	0.808568586198005			-0.6	0.0401053141837968
ENSMUSG00000032053	Pou2af1	0.5	0.528092548389519	1.7	0.0320734898849893	2.4	0.0518180383040544
ENSMUSG00000032058	Ppp2r1b	0.5	0.0909603465195863	0.1	0.904555420123123	0.3	0.347201677057886
ENSMUSG00000032059	Alg9	0.7	0.00342843144972226	0.5	0.141974308179475	-0.1	0.902197109565795
ENSMUSG00000032060	Cryab	-0.2	0.691376885539046	0.2	0.691077025535843	0.8	0.0607462773343374
ENSMUSG00000032062	2310030G06Rik	-0.1	0.704687998879265			-1.9	0.00480902222125231
ENSMUSG00000032064	Dixdc1	-0.5	0.266148500862745	-0.2	0.734926234337119	0.9	0.0367038758572342
ENSMUSG00000032065	Tex12	0.2	0.877472243130795	-0.2	0.859358486378875	-1.3	0.285948711669022
ENSMUSG00000032066	Bco2	-1.4	1.39816459700389E-4	0.1	0.759819104907547	-2.7	6.34212520116315E-6
ENSMUSG00000032067	Pts	-0.6	0.10375338155651	0.1	0.822463059868842	-1.1	0.0745149520510793
ENSMUSG00000032068	Plet1	5.0	1.06946597381302E-66	5.6	1.50423543669451E-67	4.6	7.68936169506368E-9
ENSMUSG00000032076	Cadm1	-1.5	1.92852553364699E-6	-0.9	0.0260494030131428	0.7	0.104061649458464
ENSMUSG00000032077	Bud13	0.2	0.642525985622723	0.1	0.828120349486927		
ENSMUSG00000032078	Zpr1					0.1	0.727465798733037
ENSMUSG00000032081	Apoc3					-1.9	0.200969855439248
ENSMUSG00000032083	Apoa1					3.0	0.0720925728910372
ENSMUSG00000032085	Tagln	-0.2	0.764488666460261	0.3	0.339281877061227	-0.7	0.18324477308152
ENSMUSG00000032086	Bace1	-0.4	0.299803334539827	-0.4	0.410275835769216	0.9	0.0181291200489094
ENSMUSG00000032087	Dscaml1			1.8	0.0191712094818253	4.6	1.1835978288039E-4
ENSMUSG00000032089	Il10ra	1.5	7.31725742167546E-4	1.7	2.93943219836282E-5	3.9	1.98673222941255E-11
ENSMUSG00000032091	Tmprss4	0.1	0.621341951914594	-0.1	0.8698358325738	-1.6	0.0402726018504818
ENSMUSG00000032092	Mpzl2	-1.2	0.00198506593911281	-1.6	2.42356831855268E-4	-2.8	1.05853565077785E-5
ENSMUSG00000032093	Cd3e	0.7	0.38807141317565	2.4	1.51648291244653E-5	1.7	0.102013156254945
ENSMUSG00000032094	Cd3d	0.9	0.250142304704739	2.3	1.2384938139348E-4	1.7	0.167314371189491
ENSMUSG00000032096	Arcn1	0.1	0.844796837831735	-0.2	0.497395881397569	-0.4	0.178295555544026
ENSMUSG00000032097	Ddx6	-0.4	0.114581443688331	-0.4	0.266106422504758	-0.2	0.692998755179716
ENSMUSG00000032098	Treh	1.1	0.125905282621637	0.8	0.372939500762085	0.1	0.962684748942503
ENSMUSG00000032101	Ddx25	-0.2	0.798941768359122	-0.6	0.485894558811143	0.3	0.747007856330378
ENSMUSG00000032105	Pdzd3	0.3	0.441812034010598	0.4	0.234234793269947	-3.7	2.59902991056908E-9
ENSMUSG00000032109	Nlrx1	-0.1	0.684454873905475	-0.4	0.256215165739855	-0.8	0.210360317089284
ENSMUSG00000032112	Trappc4	0.1	0.880940628523888			-0.4	0.264565631967762
ENSMUSG00000032113	Chek1	0.7	0.196580668290259	0.4	0.547716428015692	0.2	0.797855164029731
ENSMUSG00000032114	Slc37a4	0.1	0.896660885297821			-1.3	9.88321708697927E-5
ENSMUSG00000032115	Hyou1	0.9	1.54939555746695E-4	0.6	0.0577502665288949	0.9	0.0555529522288115
ENSMUSG00000032116	Stt3a	0.4	0.027366240282015	0.3	0.168933752040837	0.1	0.738246755076404
ENSMUSG00000032118	Fez1	-0.3	0.691218150606209	-0.2	0.786979680996385	1.6	0.00400886151454704
ENSMUSG00000032119	Hinfp	-0.1	0.900207794659445	-0.1	0.857500929123042		
ENSMUSG00000032120	C2cd2l	0.7	0.0372271529911059			-0.7	0.306669522167584
ENSMUSG00000032121	Tmem218			0.1	0.829825147719904	-0.7	0.139214593096133
ENSMUSG00000032122	Slc37a2	-1.9	4.70229258314453E-7	-0.7	0.117899148231033	-5.1	7.78328543241512E-33
ENSMUSG00000032123	Dpagt1	0.5	0.0395411621883391	0.5	0.195521906485292	-0.6	0.104447425328242
ENSMUSG00000032125	Robo4	0.7	0.196857268885867	1.1	0.028733669279844	3.9	5.18383223833233E-17
ENSMUSG00000032126	Hmbs	0.8	5.24455634446342E-4	0.8	0.00511274921336159	-0.1	0.831161679924028
ENSMUSG00000032127	Vps11	0.1	0.700953411496577	-0.2	0.683012607251045	0.2	0.799660553283475
ENSMUSG00000032128	Robo3					0.6	0.739374254352037
ENSMUSG00000032131	Abcg4	0.3	0.776400380879721	0.4	0.571413757611604	1.6	0.0157663900761066
ENSMUSG00000032135	Mcam	-0.1	0.814736316809066	0.3	0.436785808118767	1.9	9.16449186199014E-5
ENSMUSG00000032171	Pin1	0.2	0.582643159652602	0.1	0.833532771304457	0.2	0.436656092984139
ENSMUSG00000032172	Olfm2	-0.2	0.822455500642092	0.5	0.520650796597115	1.1	0.0823809670339798
ENSMUSG00000032174	Icam5	0.9	0.236207992292985			1.0	0.415098693255299
ENSMUSG00000032175	Tyk2	0.2	0.502783079431132	-0.1	0.704990027836907	-0.7	0.132304813300584
ENSMUSG00000032177	Pde4a			0.5	0.339373909404508	0.6	0.135196174567373
ENSMUSG00000032178	Ilf3	0.3	0.400250848813197	0.4	0.137004306009796	0.7	0.0406607621864061
ENSMUSG00000032179	Bmp5	0.8	0.0966577747675051	0.7	0.216155459054158	3.1	7.05449867751275E-9
ENSMUSG00000032180	Tmed1	0.6	0.171514767109348	0.6	0.151685787278759	0.9	0.0137193694635008
ENSMUSG00000032181	Scg3	-1.0	0.0352160725617549			1.8	8.67260276373897E-5
ENSMUSG00000032182	Yipf2	0.4	0.196012228151406	0.3	0.406557381163996	-1.0	0.0033574394298623
ENSMUSG00000032184	Lysmd2	0.6	0.273804866622052	0.4	0.5167717102708	1.8	3.05350080499037E-5
ENSMUSG00000032185	Carm1	0.2	0.536293754672475	-0.1	0.925087104137475	0.2	0.811160058171518
ENSMUSG00000032186	Tmod2	-0.8	0.027184060367091	-0.3	0.595411787284756	2.0	2.08334879875638E-6
ENSMUSG00000032187	Smarca4	0.6	0.0150169073778993	0.3	0.357124311353709	0.1	0.741014917099468
ENSMUSG00000032192	Gnb5	-0.2	0.620519294467541	-0.2	0.643764058338825	-0.3	0.467830801449303
ENSMUSG00000032193	Ldlr	1.0	1.54093483266357E-5	0.4	0.162556936944421	-0.6	0.130782950915194
ENSMUSG00000032194	Kank2	0.1	0.818608501726746	0.1	0.851943593911406	0.3	0.373066217298799
ENSMUSG00000032198	Dock6	0.1	0.895776785515334	-0.9	0.00113749498305517	-0.9	0.0411291113838248
ENSMUSG00000032199	Polr2m	-0.1	0.757116769746187	-0.1	0.852884325727298	-0.1	0.825904533790943
ENSMUSG00000032202	Rab27a			-0.2	0.690869935181882	-0.7	0.105455987345247
ENSMUSG00000032204	Aqp9	1.5	0.0341492685479594			4.2	5.18555484092032E-4
ENSMUSG00000032207	Lipc	0.3	0.766469991312425	0.4	0.704056498223485	0.9	0.526097874400264
ENSMUSG00000032212	Sltm	0.1	0.619202528280051	-0.1	0.715334317298807		
ENSMUSG00000032215	Rsl24d1	0.5	0.128307266215109	0.6	0.142107604754339	0.6	0.0855155660888266
ENSMUSG00000032216	Nedd4			-0.1	0.871031629295665	0.6	0.0623233838937505
ENSMUSG00000032217	Rnf111	-0.4	0.169060393408588	-0.6	0.0167540241778247	-0.2	0.456014358462411
ENSMUSG00000032218	Ccnb2	1.6	4.15140501429078E-9	1.6	1.00073752827725E-7	0.1	0.889834882732654
ENSMUSG00000032220	Myo1e	-0.7	0.0144890737515908	-0.8	4.45686989963955E-4	-1.3	0.00284119219007308
ENSMUSG00000032221	Mns1	1.4	0.0104697219742623	1.3	0.0254814392808076	0.4	0.650627872639604
ENSMUSG00000032224	Fam81a					3.7	0.012162115755375
ENSMUSG00000032226	Gcnt3	-0.4	0.230416653093785	-0.1	0.89592796497525	-0.7	0.519096577390578
ENSMUSG00000032228	Tcf12	-0.2	0.308254960685608	-0.5	0.104410604966243	0.2	0.69303997705659
ENSMUSG00000032231	Anxa2	0.4	0.11960250756431	-0.5	0.0338019904358803	-0.2	0.745170473717033
ENSMUSG00000032232	Cgnl1	-0.4	0.134788325046372	-0.9	0.00164186710838837	0.5	0.159967140362412
ENSMUSG00000032235	Ice2	-0.5	0.225831351526908	-0.1	0.781699806943557	-0.4	0.477168075867907
ENSMUSG00000032238	Rora					2.1	7.47524210247195E-9
ENSMUSG00000032239	Rp9	-0.3	0.141943579825696	0.1	0.881063018607533	-0.7	0.0391597572136739
ENSMUSG00000032243	Itga11	-0.3	0.724926928541163			0.9	0.0639607704908937
ENSMUSG00000032244	Fem1b	0.2	0.51080403548629			0.8	0.0222103552963068
ENSMUSG00000032245	Cln6	0.2	0.625322174367524	0.6	0.0973480814573944	-0.7	0.187301303037917
ENSMUSG00000032246	Calml4	-0.2	0.488980285321968			-2.5	3.01572760605358E-5
ENSMUSG00000032249	Anp32a	0.3	0.379331942038141	0.6	0.0524179435702087	0.4	0.47829556634884
ENSMUSG00000032251	Irak1bp1	-0.2	0.807208655267196	0.1	0.95377755671054	1.4	0.00899868770653685
ENSMUSG00000032252	Glce	-0.1	0.883538633954128	-0.3	0.482214944424639	-0.4	0.2605327728474
ENSMUSG00000032253	Phip	-0.5	0.113960001042708	-0.5	0.301188444679155	0.5	0.186247449797872
ENSMUSG00000032254	Kif23	1.3	1.00538671962831E-6	1.0	5.59334420329484E-4	0.6	0.411102781384461
ENSMUSG00000032257	Ankk1	0.5	0.494344113538664			0.8	0.69303997705659
ENSMUSG00000032258	Lca5	0.2	0.76977870961799			1.3	0.017988965348046
ENSMUSG00000032261	Sh3bgrl2	0.3	0.237788716799043	0.2	0.62329639346474	-1.1	0.0267343668983273
ENSMUSG00000032262	Elovl4			-0.2	0.851122334050099	2.6	0.00242823470386907
ENSMUSG00000032263	Bckdhb	0.3	0.534831714090851	0.6	0.112525230800627	0.1	0.855929363055895
ENSMUSG00000032264	Zw10	0.1	0.722846225480744	-0.1	0.855976774691779	-0.3	0.40207947039095
ENSMUSG00000032265	Tent5a	-1.1	7.05005727801354E-5	-1.1	0.00262456308983735	-2.0	5.90479050917114E-5
ENSMUSG00000032267	Usp28	-0.5	0.0852427827632028	-0.8	0.0376756549991222	-1.9	4.50039539331934E-9
ENSMUSG00000032268	Tmprss5	-0.8	0.167071051537423	-0.4	0.461143801094716	0.7	0.375391283424651
ENSMUSG00000032269	Htr3a	-0.2	0.810310926655265	0.6	0.12850384654519	2.9	6.09068970722982E-9
ENSMUSG00000032271	Nnmt	0.5	0.531689336518505	0.8	0.290142584384658	3.2	3.65358190232089E-9
ENSMUSG00000032278	Paqr5	-0.8	0.0129339150170238	-0.6	0.087172086843818	-3.4	9.0398873368746E-18
ENSMUSG00000032279	Idh3a	0.1	0.603237000068376	0.1	0.67110038244299	-1.2	0.00449732796942865
ENSMUSG00000032280	Tle3	0.6	0.023309479078935	0.6	0.0493044216958089	2.2	1.64723738516012E-10
ENSMUSG00000032281	Acsbg1	1.4	0.0523541091433071	-0.3	0.767483574671447	2.5	0.00565263293063708
ENSMUSG00000032285	Dnaja4	0.4	0.363838032569185	-0.1	0.872000768801009	1.3	0.00320479276135103
ENSMUSG00000032288	Imp3	0.4	0.169320966235417	0.7	0.0271777810772917	0.4	0.34354682557971
ENSMUSG00000032289	Thsd4	-0.4	0.250801785488656	-0.6	0.0697970114590819	-0.4	0.376332040673254
ENSMUSG00000032290	Ptpn9	-0.3	0.267346560853001	-0.7	0.00468906775483716	-0.1	0.72569751720594
ENSMUSG00000032291	Crabp1			1.5	0.0537214039573234	1.6	0.151907325333527
ENSMUSG00000032293	Ireb2	-0.1	0.666340223772829	-0.2	0.664436488485247	-0.1	0.764153545575167
ENSMUSG00000032294	Pkm	0.2	0.587491660802417	-0.3	0.425170785874768	-0.3	0.444822060696466
ENSMUSG00000032295	Man2c1	0.1	0.679972710202408	0.2	0.579159210498815	0.2	0.674625590106981
ENSMUSG00000032297	Celf6	-0.8	0.0851794174542155	-0.3	0.574670212792828	0.7	0.263334877893995
ENSMUSG00000032298	Neil1	0.2	0.638068198540453	0.5	0.247207773459647	-0.4	0.497226513538324
ENSMUSG00000032299	Commd4			0.2	0.602794037895748	-0.1	0.889023620630496
ENSMUSG00000032300	1700017B05Rik	1.1	3.76171215188811E-4	0.5	0.368017722232751	1.9	7.22264982443603E-5
ENSMUSG00000032301	Psma4	0.6	0.027899235781738	0.6	0.0458148964636698	0.4	0.462931278449591
ENSMUSG00000032303	Chrna3	-0.3	0.716169998645726	0.6	0.239657335862029	2.2	4.68719793599564E-5
ENSMUSG00000032305	Fam219b			-0.1	0.799644816196281	-0.1	0.81969356905887
ENSMUSG00000032306	Mpi	0.2	0.515119193683108	-0.1	0.822207887629927	-1.8	4.64687260713371E-4
ENSMUSG00000032307	Ube2q2	0.1	0.736379256858943	0.1	0.84060514113091	1.0	3.08033007492242E-4
ENSMUSG00000032308	Ulk3	-0.9	0.00122103685769317	-1.3	3.33628566227167E-6	-1.4	6.52374389865347E-5
ENSMUSG00000032309	Fbxo22	-0.2	0.537183458294968	-0.2	0.59035873865846	0.1	0.887186325620851
ENSMUSG00000032311	Nrg4	-0.6	0.504716816499068	0.1	0.957860519100187	0.4	0.679326653308323
ENSMUSG00000032312	Csk	0.1	0.796475318016132	0.1	0.865494884887192	-0.7	0.0385033843528193
ENSMUSG00000032313	Tmem266	1.4	0.0608880972619813	1.1	0.20713480362287	3.5	0.00103136782146335
ENSMUSG00000032314	Etfa	0.2	0.567113069709618	0.2	0.432478652904672	-0.8	0.0601689939240051
ENSMUSG00000032316	Clk3	-0.1	0.867022487428929	-0.6	0.0218469659202056	-0.4	0.236694372502179
ENSMUSG00000032318	Isl2					2.9	0.00576022704144026
ENSMUSG00000032320	Rcn2	0.1	0.765771289363522	0.1	0.749053723817192	0.8	0.022671187381376
ENSMUSG00000032322	Pstpip1	1.3	0.00535193652572217	1.6	2.14298501157454E-4	4.0	1.04409890645218E-25
ENSMUSG00000032323	Cyp11a1	-1.4	0.0568324276805633	-1.5	0.0696206579760675	-2.8	0.0116668621647411
ENSMUSG00000032324	Tspan3	-0.3	0.280891126644942			-1.7	2.22287255659262E-7
ENSMUSG00000032327	Stra6	1.6	0.0226608738472287	1.0	0.0937516033890145	3.1	3.04395679051706E-7
ENSMUSG00000032328	Tmem30a	-0.4	0.0257344629466182	-0.6	0.0581583952435852		
ENSMUSG00000032329	Hmg20a			0.1	0.904364647230724	-0.1	0.826172204113053
ENSMUSG00000032330	Cox7a2	0.1	0.622056743474836	0.3	0.423013009158556	-1.3	0.00475587824677743
ENSMUSG00000032332	Col12a1	0.2	0.602816012725425	0.9	0.00311283114070904	2.9	3.22927659473627E-8
ENSMUSG00000032333	Stoml1	-0.2	0.691218150606209	0.2	0.710579134600837	0.6	0.0987933711863823
ENSMUSG00000032334	Loxl1	0.7	0.107171506619517	0.3	0.650728895232646	2.4	7.12898064669595E-4
ENSMUSG00000032336	Nptn	-0.4	0.0138992940307531	-0.7	0.00173475628813457	-0.4	0.145075697506621
ENSMUSG00000032338	Hcn4	0.4	0.630736090274129	-0.8	0.41862297126845	1.6	0.236504780095361
ENSMUSG00000032340	Neo1	-1.6	6.28186876603616E-17	-1.8	6.84646423165627E-20	-2.2	7.02082580967886E-20
ENSMUSG00000032342	Mto1	0.2	0.648862296656988	0.4	0.402834375743573		
ENSMUSG00000032344	Cgas	1.1	0.0401946807389224	0.6	0.379106520713091	1.9	0.0142137168945547
ENSMUSG00000032346	Ooep	-0.1	0.934893635458805	0.5	0.542172675686754	0.1	0.972312682172436
ENSMUSG00000032348	Gsta4	0.7	0.0990042484498166	-0.6	0.0895236757669339	0.2	0.896542019326164
ENSMUSG00000032349	Elovl5	1.0	1.51758883541196E-5	0.9	7.95439116032341E-4	0.9	0.00514325996815627
ENSMUSG00000032350	Gclc	0.2	0.621441272325825	-0.2	0.566503438374313	1.1	0.0596812567524592
ENSMUSG00000032352	Lrrc1	-0.1	0.702747275873805	-0.7	0.00775404194932252	-1.4	0.0153885570512405
ENSMUSG00000032353	Tmed3	0.2	0.403217503092429	0.5	0.0648938426714979		
ENSMUSG00000032355	Mlip					-1.9	0.27435734085312
ENSMUSG00000032356	Rasgrf1					3.1	0.0278253873920857
ENSMUSG00000032357	Tinag	-1.5	3.19752152128515E-6	-0.5	0.210029204435528	-3.9	9.67619678185908E-9
ENSMUSG00000032358	Fam83b	-1.1	7.57061037829507E-4	-2.0	1.03529222207014E-7	-2.7	2.92825356698195E-4
ENSMUSG00000032359	Ctsh	0.3	0.264064777719968	0.4	0.222572112041881	0.9	0.0271146519698478
ENSMUSG00000032363	Adamts7	0.9	0.0501968987373238	0.5	0.451956065276366	4.1	1.96351363419214E-10
ENSMUSG00000032366	Tpm1	-0.6	0.0579726510168126	-0.4	0.0514375410997547	-1.3	1.42142766110189E-6
ENSMUSG00000032369	Plscr1	0.2	0.58319590153402	0.1	0.641665156999388	0.4	0.383647628458495
ENSMUSG00000032370	Lactb	-0.2	0.687614974285519	-0.1	0.888643959794147	-0.2	0.695590005236309
ENSMUSG00000032372	Plscr2	-0.6	0.307156357474973	-0.1	0.907289986526737	1.0	0.136474672307975
ENSMUSG00000032373	Car12	1.3	0.00762193495337246	1.4	3.4240336820941E-4	2.0	0.00858439906231025
ENSMUSG00000032374	Plod2			0.3	0.55988969346347	3.1	4.86138247959936E-7
ENSMUSG00000032375	Aph1b	-0.7	0.0474340263626177	-0.1	0.796833004377171	0.2	0.712940604328413
ENSMUSG00000032376	Usp3			0.2	0.566794247103783	0.1	0.856128438214631
ENSMUSG00000032377	Plscr4	-1.7	2.66927685925239E-10	-1.5	8.22624765092878E-6	-0.5	0.344293591243264
ENSMUSG00000032380	Dapk2	0.3	0.367237996040578	0.4	0.206033649007765	-1.5	0.0296169309273066
ENSMUSG00000032381	Ciao2a	0.4	0.0949585506549383	0.5	0.0645786629735697	-0.4	0.545441213339624
ENSMUSG00000032382	Snx1	-0.2	0.537944622186592	-0.2	0.50823135871002	-0.3	0.426920593699014
ENSMUSG00000032383	Ppib	0.2	0.57063579914441	0.4	0.239657335862029		
ENSMUSG00000032384	Csnk1g1	-0.2	0.622330109779317	-0.4	0.307264957882271	-0.2	0.625914192474489
ENSMUSG00000032386	Trip4	-0.3	0.407408941999717	-0.3	0.43915583239137		
ENSMUSG00000032387	Rbpms2	-0.4	0.483012976557595	-0.2	0.681814891881466	-0.1	0.919312035022284
ENSMUSG00000032388	Spg21	-0.1	0.73868253567908			0.1	0.779466115881618
ENSMUSG00000032392	Parp16	-0.4	0.283082647661047	-0.4	0.287598254238351	-1.6	0.0016893549695782
ENSMUSG00000032393	Dpp8	-0.6	0.00965694589888312	-0.9	0.0108505524156056	-0.5	0.0765130501771791
ENSMUSG00000032396	Dis3l	0.1	0.851314971184821	-0.2	0.634699327340908	-0.1	0.79503172330169
ENSMUSG00000032397	Tipin	0.5	0.224196877842374	0.7	0.115651243496002	1.1	0.0065465910547747
ENSMUSG00000032398	Snapc5	-0.5	0.235183306419985	-0.3	0.484731722931624	-1.3	0.0055435443341776
ENSMUSG00000032399	Rpl4	0.3	0.191160124424813	0.6	0.0162317866606783	0.1	0.708341938645444
ENSMUSG00000032400	Zwilch	0.7	0.117319303539515	0.6	0.230770485031603	0.6	0.455599367738408
ENSMUSG00000032402	Smad3	-0.2	0.609085763338409	-0.9	3.89862470820556E-5	-0.2	0.726056285458795
ENSMUSG00000032403	2300009A05Rik	-0.1	0.886195964233251	0.2	0.841872484981934	-0.8	0.19484005576246
ENSMUSG00000032405	Pias1	-0.5	0.0342112378654311	-0.5	0.103645784218437		
ENSMUSG00000032407	U2surp	-0.3	0.20793884025625	-0.5	0.112817588732667	-0.6	0.169415512495946
ENSMUSG00000032409	Atr	0.2	0.559858532795889			0.5	0.177208016294312
ENSMUSG00000032410	Xrn1	-0.4	0.157306922349529	-0.6	0.141076314668877	-0.8	0.0193298614055512
ENSMUSG00000032411	Tfdp2	-0.6	0.0109249328850968	-0.7	0.0109899482192658	-0.4	0.565928753672069
ENSMUSG00000032412	Atp1b3	0.3	0.433299723656266	-0.1	0.770038493862302	1.6	9.80068342751892E-15
ENSMUSG00000032413	Rasa2	-1.2	2.01279039624849E-10	-1.3	4.62835246382533E-6	-1.2	1.58684673562786E-7
ENSMUSG00000032415	Ube2cbp	0.6	0.446920924733793	0.2	0.841578303231589	0.5	0.59316816434021
ENSMUSG00000032417	Rwdd2a	-0.3	0.73578847407069	-0.3	0.721260937213794	-0.1	0.904621921938078
ENSMUSG00000032418	Me1	0.9	0.0540768748508747	0.5	0.253779981466493	1.7	2.73040164240371E-5
ENSMUSG00000032419	Tbx18					1.8	0.290933667534586
