Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'dextran sodium sulphate induced colitis' at '2 day' vs 'normal' at '0 day'.tStat	condition2.foldChange	condition2.pValue	'dextran sodium sulphate induced colitis' at '7 day' vs 'normal' at '0 day'.tStat
ENSMUSG00000031673	Cdh11	1450757_at	0.4	0.304291880732736	2.00346544212009	0.7	0.241464099823839	1.76271220067935
ENSMUSG00000031681	Smad1	1459843_s_at	0.3	0.277742523671426	2.09773584584855	0.3	0.164153108218222	2.1437295719189
ENSMUSG00000031683	Lsm6	1437109_s_at	-0.2	0.315279236784981	-1.96766305497088	-0.1	0.803052699762455	-0.406105318979757
ENSMUSG00000031684	Slc10a7	1436302_at				-0.4	0.109158194797258	-2.52823246257645
ENSMUSG00000031691	Tnpo2	1437283_at	0.1	0.74514226044324	0.819529993398133	0.2	0.252742483421825	1.7155863834177
ENSMUSG00000031697	Orc6	1417037_at	-0.6	0.0684856542512413	-3.28422300528358	-0.3	0.265103422941502	-1.66378900369991
ENSMUSG00000031700	Gpt2	1438385_s_at				-0.7	0.0466485516407152	-3.3207533493851
ENSMUSG00000031708	Tecr	1429681_a_at	-0.1	0.807452402310027	-0.638660721814842	-0.3	0.0592298772524055	-3.08927335533358
ENSMUSG00000031709	Tbc1d9	1455015_at	-0.1	0.772355581909488	-0.744617339743975	0.1	0.6267961500587	0.747779336156974
ENSMUSG00000031712	Il15	1418219_at	-0.4	0.588992530740021	-1.25400564351406	-0.8	0.0946357319933146	-2.66277287220941
ENSMUSG00000031714	Gab1	1417693_a_at	0.2	0.462719267237704	1.55915286445732	-0.1	0.639419162007148	-0.720565727286841
ENSMUSG00000031715	Smarca5	1424205_at				-0.1	0.82500657969561	-0.362285338352152
ENSMUSG00000031722	Hp	1448881_at	0.2	0.715362096349064	0.909431204862125	4.4	0.00379213578106716	6.01370624985888
ENSMUSG00000031725	Ces1f	1424266_s_at	-0.8	0.719837169879017	-0.899402163454252	-0.3	0.823984932970244	-0.364638398003198
ENSMUSG00000031730	Dhodh	1417581_at				-0.3	0.100573901256469	-2.60846986223562
ENSMUSG00000031731	Ap1g1	1460712_s_at				-0.2	0.365197460940534	-1.34565852660272
ENSMUSG00000031732	Phlpp2	1435601_at	-0.1	0.880492921312417	-0.432953088985538	-0.7	0.0695429658652809	-2.94282012514783
ENSMUSG00000031734	Irx3	1418517_at				0.1	0.587303519095455	0.831616996514077
ENSMUSG00000031740	Mmp2	1439364_a_at	0.7	0.01746298353331	4.41340464822102	1.6	0.0498773292701919	3.24821207491006
ENSMUSG00000031749	St3gal2	1421892_at				0.2	0.439262407233776	1.15191633851986
ENSMUSG00000031750	Il34	1431920_a_at	0.3	0.263186272097179	2.1560384638793	0.7	0.00773875107118301	5.11863166790042
ENSMUSG00000031754	Nudt21	1455966_s_at	-0.3	0.404400262861305	-1.71979227737289			
ENSMUSG00000031755	Bbs2	1424478_at	0.2	0.409461178780349	1.70036563125337			
ENSMUSG00000031757	Mt4	1450645_at				0.2	0.255811259139186	1.70047677699607
ENSMUSG00000031758	Cdyl2	1432229_a_at				0.2	0.385846882649775	1.28876671535751
ENSMUSG00000031760	Mt3	1420575_at				0.4	0.428186270012141	1.17934062773786
ENSMUSG00000031762	Mt2	1428942_at	-0.1	0.960390895630768	-0.172509646165013	2.8	0.0081354226853742	5.06130192028585
ENSMUSG00000031765	Mt1	1422557_s_at	0.7	0.55402198270071	1.33537288272339	1.4	0.177405285275249	2.0662024202023
ENSMUSG00000031767	Nudt7	1431302_a_at	-0.1	0.839668224507721	-0.551962383050836	-0.2	0.424627322494297	-1.18901053764395
ENSMUSG00000031770	Herpud1	1448185_at	-0.1	0.746087576849276	-0.816900347022888	-0.3	0.081256778568498	-2.80271467784907
ENSMUSG00000031775	Pllp	1448945_at	0.1	0.750738616249314	0.801484827257881	-0.3	0.429078698370112	-1.17730805088834
ENSMUSG00000031778	Cx3cl1	1415803_at	0.2	0.299982496746104	2.01811715869357	0.3	0.40115682748046	1.24575888120894
ENSMUSG00000031780	Ccl17	1419413_at	0.2	0.51974333237275	1.41588569889339			
ENSMUSG00000031782	Coq9	1428134_at				-0.5	0.123170994990071	-2.41393150658038
ENSMUSG00000031785	Adgrg1	1433485_x_at				-0.1	0.508294566358222	-0.994562967728487
ENSMUSG00000031790	Mmp15	1422597_at	0.3	0.450745077890551	1.59016262934479	0.1	0.869150476112793	0.274153596526595
ENSMUSG00000031796	Cfap20	1419462_s_at				-0.4	0.0672691853661046	-2.97079470383956
ENSMUSG00000031799	Tpm4	1433883_at				0.2	0.3688258659801	1.33430983137422
ENSMUSG00000031803	B3gnt3	1422211_a_at	-0.1	0.880755029424347	-0.43179632103697	-0.3	0.517077583994789	-0.9748219796705
ENSMUSG00000031812	Map1lc3b	1415928_a_at				0.2	0.483566409412669	1.05062455771335
ENSMUSG00000031813	Mvb12a	1437043_a_at				-0.1	0.608441041198663	-0.786239159547708
ENSMUSG00000031818	Cox4i1	1448322_a_at				-0.2	0.362559553580967	-1.35224296807375
ENSMUSG00000031821	Gins2	1428713_s_at	-0.6	0.0132407067413416	-4.67635060352772	-0.3	0.396195093632557	-1.26038794847414
ENSMUSG00000031822	Gse1	1455476_a_at				-0.4	0.216092698189242	-1.86288474363665
ENSMUSG00000031823	Zdhhc7	1416545_at	-0.1	0.813640100524202	-0.619189470642517	0.1	0.707176908808191	0.587746275464208
ENSMUSG00000031825	Crispld2	1437056_x_at	0.5	0.00303727864199973	6.28173651707654	1.7	0.024658070028938	3.94461223449515
ENSMUSG00000031826	Usp10	1448230_at				0.1	0.789907247570965	0.428452494163659
ENSMUSG00000031827	Cotl1	1436838_x_at	-0.2	0.651967123478788	-1.08871602499717	0.3	0.238383439592023	1.77467676435645
ENSMUSG00000031834	Pik3r2	1418463_at				0.2	0.202823890003938	1.92733535024395
ENSMUSG00000031841	Cdh13	1434115_at				0.3	0.475086627336332	1.07005709668587
ENSMUSG00000031843	Mphosph6	1423848_at				-0.2	0.291755265910443	-1.56627919462005
ENSMUSG00000031844	Hsd17b2	1418352_at				-0.7	0.269317270536332	-1.6462746681719
ENSMUSG00000031848	Lsm4	1448622_at				0.1	0.583897482022243	0.839045946624627
ENSMUSG00000031853	Map3k21	1441213_at	-0.2	0.517940014639363	-1.41932461568882	-0.8	0.185454570364532	-2.0229731001321
ENSMUSG00000031864	Ints10	1452810_at				-0.3	0.290188867407578	-1.57168487451939
ENSMUSG00000031865	Dctn1	1422521_at				0.3	0.0557419623662803	3.14519772440532
ENSMUSG00000031871	Cdh5	1433956_at	0.2	0.24603730230834	2.22357349432122	0.9	0.146569218929199	2.25931677012418
ENSMUSG00000031872	Bean1	1452451_at				0.3	0.19013858583287	1.99578243677118
ENSMUSG00000031875	Cmtm3	1448316_at	0.4	0.00278100177439919	6.48539537777831	1.0	0.0761783922496919	2.86109710997728
ENSMUSG00000031877	Ces2g	1424968_at	-0.1	0.833369795025969	-0.5699558546188	-0.9	0.0333012765638595	-3.64983714402619
ENSMUSG00000031879	Ciao2b	1428874_at				-0.3	0.209472113497684	-1.89563152067334
ENSMUSG00000031880	Rrad	1422562_at				0.1	0.70759045905729	0.586950524082555
ENSMUSG00000031885	Cbfb	1460716_a_at				-0.1	0.612393859450023	-0.778147464846691
ENSMUSG00000031886	Ces2e	1427137_at				-0.1	0.958503257069755	-0.0884739167739991
ENSMUSG00000031887	Tradd	1452622_a_at	0.2	0.664921356685648	1.04675009264121	-0.1	0.784376425233659	-0.437908870012342
ENSMUSG00000031889	D230025D16Rik	1452096_s_at				0.1	0.451732834563006	1.12156186919225
ENSMUSG00000031891	Hsd11b2	1416761_at	0.5	0.315279236784981	1.96737845409152			
ENSMUSG00000031896	Ctrl	1431763_a_at	-0.8	0.617068466829458	-1.17573931748539	0.1	0.930924214570917	0.14767015451293
ENSMUSG00000031903	Pla2g15	1423704_at				0.4	0.0656927082253929	2.99632043040567
ENSMUSG00000031907	Zfp90	1449126_at				0.1	0.85449243574216	0.303274129313795
ENSMUSG00000031917	Nip7	1448480_at	-0.3	0.139229811858536	-2.74392276575265			
ENSMUSG00000031919	Tmed6	1416490_at	-1.2	0.0934436663307163	-3.04787144273975	-0.9	0.252203866667626	-1.71745096957153
ENSMUSG00000031922	Cep57	1452983_at	-0.3	0.322951984347739	-1.94441673633023	-0.1	0.640436801035518	-0.717461340068595
ENSMUSG00000031924	Cyb5b	1417766_at				-0.2	0.561764437271406	-0.881705842766763
ENSMUSG00000031928	Mre11a	1416748_a_at	-0.4	0.126545244194638	-2.81761805874933	-0.2	0.502485437736739	-1.00815151299616
ENSMUSG00000031930	Wwp2	1448145_at	-0.1	0.711465217913073	-0.921273727524772	-0.1	0.371064278346922	-1.3295989882886
ENSMUSG00000031931	Ankrd49	1423421_at	-0.2	0.521443012893017	-1.41130471899968	-0.2	0.471943768681728	-1.07617977319841
ENSMUSG00000031934	Panx1	1416379_at	-0.1	0.905388072842373	-0.35316683409992	0.1	0.764294611763352	0.474572821362363
ENSMUSG00000031937	Vstm5	1428400_at	0.4	0.634749886753375	1.12638755132112	-0.3	0.71017039440227	-0.580199419836001
ENSMUSG00000031938	4931406C07Rik	1416607_at	0.1	0.919135994797526	0.3098805658568	-0.2	0.759413717908767	-0.483734869888875
ENSMUSG00000031939	Taf1d	1452635_x_at	-0.3	0.417451577697665	-1.68032038801401	-0.1	0.714542037178471	-0.570134476431949
ENSMUSG00000031948	Kars	1416068_at				0.1	0.725730060467509	0.550103472024728
ENSMUSG00000031951	Tmem231	1456602_at				-0.1	0.581677193400485	-0.842950133239765
ENSMUSG00000031953	Tmem170	1439964_at	0.1	0.821098000274472	0.603819923413898	-0.6	0.274578861998595	-1.62631141321909
ENSMUSG00000031957	Ctrb1	1448220_at	-0.9	0.630091628164583	-1.1423104470104	0.4	0.833266466563674	0.346312717033657
ENSMUSG00000031960	Aars	1451083_s_at				0.3	0.0249535789346791	3.9183873937425
ENSMUSG00000031963	Bmper	1429273_at	0.2	0.868300676371975	0.47462874117523	1.9	0.0158656516188635	4.36996099966382
ENSMUSG00000031969	Acad8	1419262_at				-0.4	0.050928250147544	-3.22517519445289
ENSMUSG00000031972	Acta1	1427735_a_at	0.3	0.403811268980685	1.72361571324815	0.2	0.586629213183329	0.833364728572938
ENSMUSG00000031976	Urb2	1435379_at				-0.1	0.648498328041543	-0.701336073312653
ENSMUSG00000031980	Agt	1423396_at	0.2	0.248091489298951	2.21463575662806	0.1	0.773129749516157	0.459236273071531
ENSMUSG00000031981	Capn9	1422876_at	0.6	0.266665180751608	2.14291187034928	-0.7	0.288788045951369	-1.57629959780955
ENSMUSG00000031983	2310022B05Rik	1428910_at				0.3	0.144436834875325	2.27346722483757
ENSMUSG00000031984	2810004N23Rik	1448947_at				-0.2	0.584424145609818	-0.837489796533427
ENSMUSG00000031990	Jam3	1423503_at				0.1	0.759647683568708	0.482835078446143
ENSMUSG00000031995	St14	1418076_at				0.1	0.902652031425216	0.204629584671315
ENSMUSG00000031997	Trpc6	1449431_at				0.1	0.510890188014555	0.986916624805875
ENSMUSG00000032000	Birc3	1421392_a_at				0.5	0.147909120119499	2.2491643230312
ENSMUSG00000032006	Pdgfd	1456532_at	0.3	0.205723752084679	2.42372701860896	-0.3	0.483329305372332	-1.05175939147278
ENSMUSG00000032010	Usp2	1417169_at	-0.1	0.885923203483793	-0.417046348211165	-0.2	0.270222731640378	-1.64233675438082
ENSMUSG00000032011	Thy1	1423135_at				0.6	0.179365559869819	2.05730239470329
ENSMUSG00000032013	Trim29	1424162_at				0.2	0.22232371156542	1.83843940789776
ENSMUSG00000032014	Oaf	1424086_at				0.3	0.404047392060203	1.23883429686553
ENSMUSG00000032018	Sc5d	1451457_at				0.1	0.657789453891707	0.683986774914626
ENSMUSG00000032020	Ubash3b	1429475_at				0.3	0.112485979532051	2.50710526238403
ENSMUSG00000032021	Crtam	1449903_at	-0.1	0.651575937616394	-1.09685714116368			
ENSMUSG00000032024	Clmp	1448250_at	0.3	0.286844313762716	2.07013370925329	0.2	0.723683425466086	0.55434797543812
ENSMUSG00000032026	Rexo2	1451259_at				0.1	0.404403058191399	1.23750311036321
ENSMUSG00000032028	Nxpe2	1453220_at	-1.4	0.00349451891563576	-6.12661243024073	-3.3	0.0193216702327141	-4.15549046438993
ENSMUSG00000032030	Cul5	1456102_a_at				0.5	0.0662878541920206	2.98225874402846
ENSMUSG00000032035	Ets1	1426725_s_at				0.6	0.225109713672191	1.82844884064962
ENSMUSG00000032038	St3gal4	1425668_a_at	-0.8	0.296000609667469	-2.03186753930977	-1.9	0.00379213578106716	-6.01996357263965
ENSMUSG00000032040	Dcps	1424080_at	-0.1	0.600572245367302	-1.22140329946541	-0.2	0.439262407233776	-1.15211285811071
ENSMUSG00000032044	Rpusd4	1452710_at	-0.1	0.753239429326727	-0.792611683434733	-0.3	0.121191707988062	-2.43431769190137
ENSMUSG00000032047	Acat1	1424183_at				-0.5	0.184106845216065	-2.03098582659613
ENSMUSG00000032050	Rdx	1416179_a_at	0.4	0.121489216858673	2.8567991471843	0.2	0.687316195087789	0.625480883462613
ENSMUSG00000032051	Fdx1	1449108_at				-0.4	0.037083598478827	-3.53631454746212
ENSMUSG00000032053	Pou2af1	1416957_at	-1.3	0.169841479195051	-2.58231605669451	-0.5	0.403214188831449	-1.24075563246453
ENSMUSG00000032058	Ppp2r1b	1428265_at				-0.2	0.463621410308021	-1.09508248015135
ENSMUSG00000032059	Alg9	1418844_at				-0.1	0.851549636237451	-0.310472182931729
ENSMUSG00000032060	Cryab	1434369_a_at	0.2	0.462283722351537	1.56075507544084	-0.4	0.30858714811313	-1.50817710807092
ENSMUSG00000032062	2310030G06Rik	1449357_at				-0.6	0.148835248768336	-2.2413120141794
ENSMUSG00000032064	Dixdc1	1435207_at	-0.2	0.813170941252925	-0.622058732936942	-1.0	0.0539739078635158	-3.17817670234618
ENSMUSG00000032065	Tex12	1421183_at	0.8	0.0110093579830558	4.85589870702207	0.8	0.0828551671974238	2.7871495816239
ENSMUSG00000032066	Bco2	1421221_at	0.6	0.0962904564477439	3.02371743781597	0.1	0.891037153788455	0.228499616517013
ENSMUSG00000032067	Pts	1450660_at				-0.4	0.234461476945775	-1.79059850701466
ENSMUSG00000032068	Plet1	1423933_a_at	-0.4	0.761931732262533	-0.769182578085055	0.3	0.775711067769398	0.45355704719244
ENSMUSG00000032076	Cadm1	1417378_at	0.3	0.139899570369907	2.73679283596221	0.5	0.186909757671763	2.01351605208112
ENSMUSG00000032085	Tagln	1423505_at	0.3	0.561384416555428	1.31678598552258	-0.4	0.268052652013982	-1.65043389221322
ENSMUSG00000032086	Bace1	1455826_a_at				0.2	0.647069749534892	0.704780964402214
ENSMUSG00000032089	Il10ra	1448731_at				0.4	0.0879283079935839	2.73258732059617
ENSMUSG00000032091	Tmprss4	1426302_at				-0.4	0.552214430150376	-0.902567567186487
ENSMUSG00000032092	Mpzl2	1416236_a_at	0.2	0.662104982305832	1.05907459754158	-0.4	0.60861785055446	-0.785666230226589
ENSMUSG00000032094	Cd3d	1422828_at	-0.4	0.434697640540624	-1.63660604137977	-0.1	0.594337081729853	-0.815766773476823
ENSMUSG00000032096	Arcn1	1451089_a_at				-0.2	0.280251458489578	-1.6072082774351
ENSMUSG00000032103	Pus3	1418491_a_at				-0.4	0.0313675498744876	-3.70884436150354
ENSMUSG00000032105	Pdzd3	1449330_at	0.2	0.622583067782615	1.15871336072349	0.2	0.793003091921438	0.423489655763896
ENSMUSG00000032109	Nlrx1	1433661_at	0.1	0.753239429326727	0.792694217188759	0.6	0.0396698139929189	3.46866852851637
ENSMUSG00000032113	Chek1	1449708_s_at	-0.9	0.0165393911124165	-4.46079880117379	-0.7	0.0909972553337601	-2.69998638332278
ENSMUSG00000032114	Slc37a4	1417042_at				-0.2	0.435877375321222	-1.15986597849973
ENSMUSG00000032115	Hyou1	1423291_s_at				0.3	0.328475779814728	1.44852781388454
ENSMUSG00000032121	Tmem218	1417174_at	-0.2	0.628208268142277	-1.1459703197608	-0.6	0.00822439142722962	-5.04426944545103
ENSMUSG00000032122	Slc37a2	1452492_a_at	1.0	0.50718973425148	1.45135009757198	0.1	0.87112919261	0.269248966648354
ENSMUSG00000032123	Dpagt1	1448549_a_at				0.2	0.505434330931863	1.001002019376
ENSMUSG00000032125	Robo4	1426206_at				0.4	0.348925558905709	1.3904697451132
ENSMUSG00000032126	Hmbs	1426475_at	-0.2	0.217723656988363	-2.3656252816799	-0.1	0.711593848136406	-0.576072423773563
ENSMUSG00000032127	Vps11	1428110_x_at				0.3	0.0946741438081694	2.66043122244833
ENSMUSG00000032135	Mcam	1416357_a_at	0.4	0.0159400603989714	4.5088153231588	0.4	0.288759363426665	1.57674759258776
ENSMUSG00000032171	Pin1	1416228_at	-0.3	0.124624276973476	-2.83398814519387			
ENSMUSG00000032179	Bmp5	1455851_at				0.1	0.905102415740115	0.199568150393341
ENSMUSG00000032181	Scg3	1448628_at				-0.1	0.782490265763397	-0.441197424127031
ENSMUSG00000032184	Lysmd2	1428626_at				0.3	0.194087717733766	1.97319174029864
ENSMUSG00000032186	Tmod2	1435060_at	0.2	0.565796357473165	1.30792812869375			
ENSMUSG00000032187	Smarca4	1426804_at				0.2	0.197871275394402	1.95011278325522
ENSMUSG00000032192	Gnb5	1422208_a_at				-0.2	0.334436728939398	-1.43256984819399
ENSMUSG00000032193	Ldlr	1421821_at	0.8	0.014000095914814	4.61076058049365	0.7	0.0355936259098849	3.57666292577453
ENSMUSG00000032194	Kank2	1460559_at	0.4	0.0572829378167696	3.4147729701473	-0.2	0.564596827689649	-0.876090982488501
ENSMUSG00000032198	Dock6	1427240_at				0.3	0.0748196923960657	2.87663238379638
ENSMUSG00000032202	Rab27a	1429123_at	0.2	0.593032070076191	1.24306888035639	-0.2	0.471007408701209	-1.07831227895476
ENSMUSG00000032216	Nedd4	1450431_a_at				0.1	0.499056139835897	1.01610537189227
ENSMUSG00000032218	Ccnb2	1450920_at	-1.0	0.00318894325234745	-6.19445456326132	-0.7	0.336608199436138	-1.42641700770612
ENSMUSG00000032221	Mns1	1419402_at				-0.1	0.730889520497894	-0.540692786767942
ENSMUSG00000032226	Gcnt3	1440409_at	-0.2	0.889630986715429	-0.402904293868853	-0.7	0.431445508802833	-1.17145048981983
ENSMUSG00000032231	Anxa2	1419091_a_at	0.3	0.334707998376682	1.90646093773655	0.5	0.0789634947392016	2.82847938073996
ENSMUSG00000032235	Ice2	1426536_at				-0.2	0.423624872088331	-1.19135527822762
ENSMUSG00000032238	Rora	1420583_a_at	0.2	0.565511694825164	1.30855356911119	0.4	0.405265173000325	1.23545928723391
ENSMUSG00000032246	Calml4	1424713_at				-0.5	0.452453226635015	-1.11984184269174
ENSMUSG00000032249	Anp32a	1434555_at				-0.3	0.0140965208335392	-4.50426038118279
ENSMUSG00000032251	Irak1bp1	1431771_a_at				0.1	0.73751284305184	0.527922109970103
ENSMUSG00000032254	Kif23	1455990_at	-0.5	0.00182296102959462	-7.40454079802813			
ENSMUSG00000032261	Sh3bgrl2	1434109_at				-0.4	0.5841639151692	-0.838411214026887
ENSMUSG00000032262	Elovl4	1451308_at				0.1	0.870080391582872	0.272010335353692
ENSMUSG00000032263	Bckdhb	1427153_at	-0.2	0.218191274095456	-2.35677081017825			
ENSMUSG00000032265	Tent5a	1437868_at	-0.2	0.6112175225805	-1.1881844657745	-0.9	0.0277437581300533	-3.81501602818731
ENSMUSG00000032269	Htr3a	1418268_at				0.2	0.350333387664128	1.38581880370688
ENSMUSG00000032271	Nnmt	1432517_a_at	0.2	0.397812941203618	1.74006048157364	0.9	0.0730638010469373	2.89966896654137
ENSMUSG00000032278	Paqr5	1460459_at	0.3	0.57840183925692	1.27751910359348	0.1	0.808877007334512	0.395051027932269
ENSMUSG00000032279	Idh3a	1432016_a_at				-0.7	0.0787868803698494	-2.83168149702217
ENSMUSG00000032280	Tle3	1419655_at				0.3	0.266865724576095	1.65679224535944
ENSMUSG00000032285	Dnaja4	1418591_at	-0.3	0.438599806453262	-1.62508822655304	-0.7	0.0547882868134015	-3.16073826082888
ENSMUSG00000032289	Thsd4	1455262_at	0.4	0.0181680163063327	4.36399705651305	0.4	0.0495075740007702	3.2605743384265
ENSMUSG00000032290	Ptpn9	1451037_at				0.1	0.646704384297212	0.706061902238629
ENSMUSG00000032292	Nr2e3	1423631_at				-0.3	0.108455131706774	-2.53699791389633
ENSMUSG00000032293	Ireb2	1433527_at	-0.1	0.817337778159044	-0.612400581399124	-0.2	0.279803916572711	-1.60857466448901
ENSMUSG00000032294	Pkm	1417308_at	0.1	0.76786499234946	0.752020823209656	0.6	0.0464958532267942	3.33241597821252
ENSMUSG00000032295	Man2c1	1423687_a_at	-0.1	0.72680997746204	-0.877326570491575			
ENSMUSG00000032298	Neil1	1452871_at	0.1	0.689301181173725	0.979068667945133			
ENSMUSG00000032300	1700017B05Rik	1429758_at				0.6	0.0788485858185156	2.83059473739443
ENSMUSG00000032303	Chrna3	1455931_at				0.2	0.338941323210274	1.41846747364468
ENSMUSG00000032306	Mpi	1451540_at	0.1	0.730779373075738	0.864813339719151	-0.1	0.833266466563674	-0.346354624462264
ENSMUSG00000032312	Csk	1423518_at				0.1	0.660814842439171	0.677482422979555
ENSMUSG00000032314	Etfa	1423972_at	-0.2	0.367485110921823	-1.81988849763651	-0.3	0.303261980611656	-1.52629344623694
ENSMUSG00000032320	Rcn2	1422449_s_at				0.2	0.234461476945775	1.79029343821056
ENSMUSG00000032322	Pstpip1	1424560_at				0.3	0.288867932370871	1.5755582619324
ENSMUSG00000032324	Tspan3	1416009_at				-0.6	0.0168448428894769	-4.3134817705459
ENSMUSG00000032330	Cox7a2	1416970_a_at				-0.2	0.427567950315032	-1.18115395079231
ENSMUSG00000032332	Col12a1	1434411_at	0.5	0.492527299422889	1.4911412064419	1.2	0.146393963047494	2.26127921474416
ENSMUSG00000032333	Stoml1	1452738_at				0.2	0.394421595883349	1.26615669555341
ENSMUSG00000032334	Loxl1	1451978_at	0.6	0.138289590829125	2.75316327065473	1.1	0.134570977560891	2.33681989481174
ENSMUSG00000032340	Neo1	1447693_s_at				-0.5	0.0498773292701919	-3.24998213827573
ENSMUSG00000032342	Mto1	1416991_at				-0.2	0.282017567339357	-1.60041720849827
ENSMUSG00000032344	Cgas	1440299_at	-0.5	0.0410253949987937	-3.67298739734874	-0.2	0.360308325758847	-1.3573855208698
ENSMUSG00000032348	Gsta4	1416368_at	-0.2	0.76786499234946	-0.752307982934824	-0.2	0.769832022390116	-0.465083254393737
ENSMUSG00000032349	Elovl5	1437211_x_at				0.1	0.705546766133213	0.591437265768483
ENSMUSG00000032350	Gclc	1424296_at	-0.1	0.775939160331753	-0.725924820551025	0.5	0.0692074446617255	2.94599888635111
ENSMUSG00000032353	Tmed3	1416108_a_at				-0.5	0.0175856591736311	-4.25822497838493
ENSMUSG00000032357	Tinag	1419314_at	0.1	0.688554324306081	0.982048571553739	-1.2	0.189468769783718	-1.99872556666755
ENSMUSG00000032359	Ctsh	1418365_at				0.2	0.474179583811997	1.07176392394776
ENSMUSG00000032363	Adamts7	1452339_at				0.4	0.299954493171037	1.53756823377256
ENSMUSG00000032366	Tpm1	1423721_at	0.2	0.432843026955656	1.64171064669414	-0.5	0.122750611143582	-2.41872721370676
ENSMUSG00000032370	Lactb	1449014_at	0.1	0.765479910577835	0.759383490494299			
ENSMUSG00000032372	Plscr2	1448961_at	-0.6	0.60621884846689	-1.20211646028966	-1.2	0.0204326078185499	-4.1012327615891
ENSMUSG00000032373	Car12	1428485_at	0.1	0.959595085812116	0.174689129933246	0.3	0.704962782421179	0.592328227461747
ENSMUSG00000032374	Plod2	1416687_at	0.3	0.616223182984874	1.17823946322426	0.7	0.192058673642931	1.98566490906128
ENSMUSG00000032375	Aph1b	1456500_at	-0.1	0.738662890967315	-0.842245233505424	-0.5	0.0388628158034854	-3.49262059551676
ENSMUSG00000032376	Usp3	1425022_at				-0.1	0.709988834255665	-0.581107697439056
ENSMUSG00000032377	Plscr4	1433626_at	0.1	0.914736421362616	0.320467637554397			
ENSMUSG00000032380	Dapk2	1451453_at				0.2	0.734901970276308	0.532967157217727
ENSMUSG00000032381	Ciao2a	1416634_at				-0.3	0.200911231853054	-1.93543386091273
ENSMUSG00000032387	Rbpms2	1424008_a_at				-0.2	0.400477933507641	-1.24821786242389
ENSMUSG00000032388	Spg21	1451036_at	0.1	0.801631026358807	0.654615060451101	0.4	0.0498773292701919	3.24986364393009
ENSMUSG00000032397	Tipin	1426612_at	-0.7	0.0381137026963849	-3.73700954937224	-0.2	0.539606275864074	-0.928843256691288
ENSMUSG00000032400	Zwilch	1416757_at	-1.0	0.0139369653165618	-4.6163220560948	-0.6	0.295020127091565	-1.55508380681558
ENSMUSG00000032402	Smad3	1454960_at				0.3	0.0245108862510694	3.95519612241867
ENSMUSG00000032403	2300009A05Rik	1428836_at				-0.2	0.15946320415487	-2.17441940414996
ENSMUSG00000032407	U2surp	1454914_at				-0.1	0.553140014713067	-0.900305026321927
ENSMUSG00000032409	Atr	1427197_at	-0.3	0.310761302250793	-1.98244902912993			
ENSMUSG00000032410	Xrn1	1437475_at	0.1	0.866447786668751	0.48044540371174	-0.1	0.497152974879022	-1.02111538902359
ENSMUSG00000032412	Atp1b3	1423126_at				0.4	0.219201228623556	1.84904702174073
ENSMUSG00000032413	Rasa2	1455181_at	0.1	0.729195040826271	0.868156514988073			
ENSMUSG00000032415	Ube2cbp	1453577_at				-0.1	0.46464912753659	-1.09259598034863
ENSMUSG00000032417	Rwdd2a	1428963_at				-0.2	0.364730106895752	-1.34699277657687
ENSMUSG00000032418	Me1	1416632_at	0.2	0.570557446911509	1.2956408517163	0.4	0.0689147834312268	2.94986878185179
ENSMUSG00000032420	Nt5e	1428547_at	-0.1	0.945832839480762	-0.223561571901413	-0.6	0.486103518322548	-1.0441450282802
ENSMUSG00000032422	Snx14	1456039_at				-0.4	0.086275115526822	-2.75079629177663
ENSMUSG00000032423	Syncrip	1426402_at	-0.2	0.381109302899375	-1.78311408158369	-0.1	0.637534087286146	-0.725171199506993
ENSMUSG00000032425	Zfp949	1458491_at	0.1	0.829372947211381	0.58516420853818	-0.1	0.45593366916406	-1.11207331098904
ENSMUSG00000032431	Crtap	1448592_at				0.5	0.129287514170526	2.36887623254427
ENSMUSG00000032437	Stt3b	1426342_at				-0.1	0.769000773920943	-0.466592663613715
ENSMUSG00000032440	Tgfbr2	1426397_at				0.7	0.0988148539228213	2.62272254779698
ENSMUSG00000032449	Slc25a36	1419657_a_at	0.1	0.743241379172886	0.826922164680622			
ENSMUSG00000032452	Clstn2	1422158_at				0.2	0.3930476383508	1.27168864412759
ENSMUSG00000032456	Nmnat3	1424899_at				-0.1	0.856318675439227	-0.299744445019053
ENSMUSG00000032459	Mrps22	1416595_at				-0.4	0.232610332175104	-1.80040718320328
ENSMUSG00000032463	Faim	1418029_at	-0.1	0.610143316084952	-1.19040556948315	-0.1	0.629048536754782	-0.742357482190568
ENSMUSG00000032475	Nck1	1421487_a_at				-0.5	0.0475643787729604	-3.30017580209541
ENSMUSG00000032477	Cdc25a	1417131_at	-0.1	0.69745679432619	-0.95710458553558	-0.1	0.889039404952382	-0.233345345607765
ENSMUSG00000032478	Nme6	1448574_at				-0.1	0.668859901049992	-0.660888331992528
ENSMUSG00000032479	Map4	1416092_a_at	0.2	0.582063238205521	1.26896867324638	0.5	0.01958992282747	4.13440909662474
ENSMUSG00000032481	Smarcc1	1423416_at	-0.2	0.538049686918937	-1.37450623810453	0.2	0.197871275394402	1.95015960713834
ENSMUSG00000032484	Ngp	1418722_at				1.2	0.24555703367207	1.74491339581663
