Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'acute DSS-induced colitis; 1x DSS, no recovery' vs 'none; none'.tStat	condition2.foldChange	condition2.pValue	'chronic DSS-induced colitis; 1x DSS, recovery' vs 'none; none'.tStat	condition3.foldChange	condition3.pValue	'chronic DSS-induced colitis; 2x DSS, additional recovery' vs 'none; none'.tStat	condition4.foldChange	condition4.pValue	'chronic DSS-induced colitis; 2x DSS, recovery' vs 'none; none'.tStat	condition5.foldChange	condition5.pValue	'chronic DSS-induced colitis; 3x DSS, recovery' vs 'none; none'.tStat
ENSMUSG00000043945	Adam6a	10399027	0.3	0.0988734539576543	2.23270054071703	0.2	0.312008154701977	1.52628359266196	0.1	0.258654434636899	1.5541503349148	0.2	0.204947130301936	1.80585292047833	0.2	0.122192451104906	2.08000694364288
ENSMUSG00000043948	Olfr691	10566436	0.1	0.557172013811205	0.799388471100022	0.1	0.769837902361985	0.527966972562287							0.1	0.515759168270178	0.869872667968696
ENSMUSG00000043953	Ccrl2	10597279	0.8	0.091576637675675	2.2917710891682	0.1	0.492477620651466	1.09156405042238	0.1	0.478024561153803	0.992511710884186	0.2	0.328531282895713	1.40854989145067			
ENSMUSG00000043962	Thrap3	10516296							0.2	0.0463473978340076	2.8794852145457						
ENSMUSG00000043964	Orai3	10557754				0.1	0.305175293120825	1.54476520672793	0.2	0.0500307162972883	2.8212119423879	0.1	0.24380656492991	1.66851543007712	0.3	0.0277862285605839	3.17612536542213
ENSMUSG00000043969	Emx2	10464391							-0.1	0.768626642771908	-0.444655132083613	0.1	0.715759386566049	0.579958216665317			
ENSMUSG00000043972	Opn5	10450968													0.1	0.69281215955006	0.543357194969571
ENSMUSG00000043982	Krtap19-4	10440690										0.1	0.668295389781706	0.675591229567036			
ENSMUSG00000043986	Spata31d1d	10409790	0.1	0.434349873503314	1.05002611740075				0.3	0.0128896236138881	3.89686600378138	0.1	0.40443177691367	1.22161414081878	0.3	0.00195018632915019	5.43416922264961
ENSMUSG00000043991	Pura	10454877				-0.2	0.0220545429604793	-3.50108635054802									
ENSMUSG00000043993	2900052L18Rik	10393751	-0.6	0.00322765653276531	-5.02482784879981	-0.6	0.0017360203712389	-5.49019225281427	-0.3	0.0852685454134838	-2.41588626845719	-0.3	0.00799658989741528	-4.17299109072615	-0.2	0.241060952092918	-1.55117897350014
ENSMUSG00000043998	Mgat2	10396074	0.3	0.0280281154693499	3.17061361495775	0.2	0.147913284622147	2.12677957201915									
ENSMUSG00000044006	Cilp2	10579101	0.1	0.708137047324973	0.520712296748563	0.1	0.398204301186032	1.30264575613237	0.3	0.0345130947846253	3.11124219393501	0.1	0.382035595362748	1.27492336698118	0.2	0.0874610729345752	2.32749550930534
ENSMUSG00000044017	Adgrd1	10525989	-0.2	0.500164647476516	-0.91259510524354	-0.5	0.00137038781911606	-5.69035308614296	-0.1	0.760762368746862	-0.459385291963879	-0.7	1.98790669240425E-4	-7.14169356617205	-0.1	0.357447766240832	-1.2169832552699
ENSMUSG00000044018	Mrpl50	10512901							-0.3	0.0821816847059979	-2.4443773618961				-0.2	0.120533830363545	-2.09000901196266
ENSMUSG00000044022	Pcdhb21	10455135	0.2	0.351387311890395	1.24434089883011	0.1	0.277809015492314	1.62867248292756	0.2	0.232017567248113	1.64360382386919	0.2	0.16317271997165	1.98482117171093			
ENSMUSG00000044024	Rell2	10455199													0.2	0.1487162881366	1.93099776588236
ENSMUSG00000044025	Olfr790	10367503	0.2	0.291287033958656	1.40491716243188	0.1	0.645975590062676	0.773166353366133	0.2	0.181422785964662	1.84139999169315	0.2	0.132346414519452	2.14503609905946	0.2	0.0888531793995221	2.31486851684833
ENSMUSG00000044026	Slc35g1	10462918				-0.1	0.230466446705398	-1.78239325654827									
ENSMUSG00000044033	Ccdc141	10484197	-0.5	0.00922533152289339	-4.05476536142929	-0.2	0.421769308949334	-1.24491692418987				-0.1	0.42425763226251	-1.17469965302632			
ENSMUSG00000044037	Als2cl	10589654	0.1	0.430365365586309	1.05937636000509	0.1	0.643594501836614	0.778015958976329	0.4	0.00733392339627031	4.36643996420472	0.1	0.710701183235929	0.591624988885889	0.2	0.231262189806451	1.58558724647345
ENSMUSG00000044039	Olfr1288	10474499				0.1	0.637613374891361	0.790227075728807									
ENSMUSG00000044041	Krt13	10391013	0.2	0.149211964997191	1.92867243967977				3.9	0.00629698348077109	4.49745601914164				0.9	0.250076989032622	1.52159168804983
ENSMUSG00000044042	Fmn1	10474619													0.1	0.288453372923807	1.40142389532872
ENSMUSG00000044043	Pcdhb14	10455098							0.2	0.177617311543524	1.85791690266713						
ENSMUSG00000044052	Ccr10	10391373	-0.2	0.313853420685101	-1.34183043150236	0.3	0.0601710857786946	2.78348470802045	0.3	0.0211483689465695	3.48280918215291	0.4	0.00948452184618837	4.04568887356941	0.4	0.0134373387682851	3.733570541152
ENSMUSG00000044055	Otos	10356681							-0.1	0.627508747563232	-0.698991506112161						
ENSMUSG00000044056	Efcab9	10385022							-0.2	0.0379348654194449	-3.03496230592741				-0.1	0.666642660899106	-0.58950614795313
ENSMUSG00000044061	Olfr225	10376532				0.1	0.476788229919382	1.12472743013951									
ENSMUSG00000044062	Plekhd1os	10401283										0.1	0.603537894699562	0.802830140123841			
ENSMUSG00000044066	Cep68	10384529													-0.2	0.139168122441171	-1.98223850984128
ENSMUSG00000044068	Zrsr1	10374560	-0.4	0.00257697248902244	-5.2597354532066	-0.3	0.0493650448199234	-2.92198782146391	-0.2	0.10238769142876	-2.28011787861204	-0.3	0.0131776099708759	-3.80355238372555	-0.3	0.0297862451550814	-3.12729243542563
ENSMUSG00000044071	Tafa2	10366725							-0.1	0.650625726020629	-0.658751725279955				-0.1	0.577562694242699	-0.752608135399851
ENSMUSG00000044080	S100a1	10499854	-0.5	0.00405910148565148	-4.80653274485637	-0.3	0.0236316213476099	-3.45321777442016	-0.3	0.0221900794572835	-3.44503992272063	-0.3	0.019966355732735	-3.50348170999505	-0.3	0.00713538206084469	-4.24261572980131
ENSMUSG00000044081	Zfp85os	10405931	-0.1	0.532635889338142	-0.847977510656687				-0.2	0.111727866544223	-2.21403135077659						
ENSMUSG00000044084	Spem2	10387651	0.2	0.155125736566499	1.89974519338588	0.1	0.339633353341814	1.44953546741914	0.3	0.125467285072632	2.1249307214331				0.4	0.00803939328366511	4.1472881084865
ENSMUSG00000044086	Lmod3	10546624	0.1	0.359238362860741	1.22483521160308				0.1	0.263893634084245	1.53663518237576	0.1	0.315998798259596	1.44543227730499	0.3	0.0491525273403774	2.75548691536394
ENSMUSG00000044092	C130050O18Rik	10526947	0.4	0.00642374683820953	4.36709172922656	0.3	0.0191309224561473	3.61514067399826	0.3	0.0623823932288225	2.65391606964798	0.3	0.025156913218414	3.34690377642527	0.2	0.0445849941873012	2.82679070027751
ENSMUSG00000044098	Rsbn1	10495001							-0.1	0.253029689872283	-1.57273871275018	-0.1	0.250478438665373	-1.64620692960814			
ENSMUSG00000044103	Il1f9	10469786	1.8	0.0222016948634985	3.35135641274232	0.5	0.00342698230418056	4.92890734432087	1.5	0.015238462015337	3.75857895313515	0.5	0.00910993299373318	4.07825743013678	0.5	0.243215537613475	1.54341403267813
ENSMUSG00000044117	Bmerb1	10433709				-0.1	0.278389009393719	-1.62639621968643									
ENSMUSG00000044120	Olfr683	10566425				-0.1	0.408363108610853	-1.27871350919811									
ENSMUSG00000044122	Proca1	10379060	0.1	0.711268668589447	0.51512008127508										0.1	0.562893355154505	0.779332954871505
ENSMUSG00000044125	9530080O11Rik	10514475													0.1	0.337912776442259	1.26697250967835
ENSMUSG00000044134	Pheta1	10525336				-0.1	0.679184826957925	-0.701894182055702	-0.2	0.128107341674017	-2.11072895364638						
ENSMUSG00000044141	E130201H02Rik	10556938	-0.1	0.726530446462671	-0.486223506962173							0.1	0.723795650660484	0.565126672978006	0.1	0.411913866112717	1.08723468816797
ENSMUSG00000044145	1810024B03Rik	10487366	-0.1	0.730165191971629	-0.479661565966752	-0.1	0.398700604313133	-1.30103358248224							0.1	0.435945340661956	1.03387691592001
ENSMUSG00000044148	1810030O07Rik	10603651				-0.2	0.269439487372681	-1.65343752141822				0.1	0.631736769361404	0.747533299728042			
ENSMUSG00000044149	Nkrf	10604053													-0.1	0.613179706198419	-0.685741979624289
ENSMUSG00000044150	Bclaf3	10602827				-0.2	0.0812691287266268	-2.56770626576304	-0.2	0.18691476805815	-1.81961032015479				-0.2	0.164686945611417	-1.85058362911726
ENSMUSG00000044156	Hepacam2	10542917	-1.2	0.0067439741460842	-4.32208988471392				-0.5	0.00727616552628146	-4.37538729667083	-0.1	0.643305105281787	-0.724768141892083	-0.4	0.00365166330920132	-4.83324756376912
ENSMUSG00000044162	Tnip3	10538791	1.1	0.034126167153388	3.0240927981068	0.3	0.536558965130653	0.999914313328589	0.7	0.0705400886842071	2.56154057756983	1.0	0.0117878669940225	3.88620588993148	0.8	0.0573176523940766	2.64512571834966
ENSMUSG00000044164	Rnf182	10404836				0.2	0.185733616540221	1.95297413863085	-0.1	0.367858980228461	-1.24255151419137						
ENSMUSG00000044170	Olfr1384	10375567							0.1	0.276752030581972	1.49540724498981						
ENSMUSG00000044172	Ptx4	10442683	0.1	0.578579682504762	0.759591844264419							-0.1	0.667655685751652	-0.677629648815607	0.1	0.517117409042483	0.86722789929757
ENSMUSG00000044176	Spink10	10456171										0.1	0.632174936969246	0.74664719087124			
ENSMUSG00000044177	Wfikkn2	10389879	-0.1	0.486144206768428	-0.94030574422018												
ENSMUSG00000044186	Nkx2-6	10416189										-0.1	0.746857658903252	-0.519602049774995			
ENSMUSG00000044197	Gpr146	10526943	0.4	0.159988691270881	1.87851885529099	-0.1	0.69612634520115	-0.67085809702586									
ENSMUSG00000044199	S1pr4	10371217	0.1	0.314223088296938	1.34062878995144	0.3	0.0149723637665214	3.79484969565245	0.3	0.0883942698071003	2.38864124428788	0.2	0.033392768985537	3.14380017090532	0.2	0.134832659444825	2.00642275988035
ENSMUSG00000044201	Cdc25c	10458195	0.5	0.0147833484011754	3.66650880827475				0.1	0.698102486305681	0.57082681205394	0.1	0.258294083095835	1.61933297694793			
ENSMUSG00000044205	Olfr983	10592465				0.1	0.657356679987126	0.749062576574521							0.2	0.159709790079708	1.87475786378484
ENSMUSG00000044206	Vsig4	10605848	-0.2	0.375522455800211	-1.18555575470926	-0.3	0.0325788611895284	-3.21494094233183	-0.3	0.0129076632278714	-3.89391512841734	-0.2	0.211587952603098	-1.78230493463793	-0.2	0.109570838736323	-2.16260484795233
ENSMUSG00000044216	Kcnj4	10430533										0.1	0.592056907946505	0.824128021528548			
ENSMUSG00000044217	Aqp5	10426767				0.1	0.323521488495171	1.49433695959109									
ENSMUSG00000044220	Nkx2-3	10463277							0.2	0.261339830326079	1.54528990305906						
ENSMUSG00000044221	Grsf1	10531133	-0.3	0.0144470554168484	-3.68522491100905							-0.2	0.0210182303272889	-3.4722775015091	-0.4	0.00373743646292604	-4.81408587414885
ENSMUSG00000044222	Defb13	10570758				0.1	0.761657379228409	0.545267303902706	-0.1	0.390058864956055	-1.18595174773178						
ENSMUSG00000044224	Dnajc21	10427704							-0.3	0.0421595336565089	-2.9540320655671	-0.2	0.0707504549962991	-2.60447415065976	-0.4	0.00298583418629617	-5.02810832751926
ENSMUSG00000044229	Nxpe4	10585068	-1.3	0.00231962884949525	-5.36858949141845	-0.6	0.0429667257911724	-3.01959670920149	-0.6	0.00933109569929863	-4.15826890424575	-0.1	0.747283437950264	-0.518380974187694	-0.4	0.0769901971749342	-2.4217470977447
ENSMUSG00000044243	Bhlha9	10378785				-0.1	0.657415474034109	-0.748662422740202									
ENSMUSG00000044244	Il20rb	10596041	0.1	0.636756788391249	0.652441853404918	0.1	0.395836108888866	1.3081647762281	0.4	0.0212764037608319	3.47845097185375	0.2	0.178319443416825	1.91790508477962	0.3	0.00708924476073884	4.2490286768869
ENSMUSG00000044248	Vmn1r45	10546235				0.2	0.220466434520372	1.81777080248001	-0.1	0.533876085629312	-0.87972240955531	-0.2	0.155320664156655	-2.02409003443086	-0.2	0.196645452350162	-1.71163559175401
ENSMUSG00000044249	Defb29	10488639													0.1	0.37922531435642	1.16287421496521
ENSMUSG00000044250	Pced1b	10426535										0.1	0.225603329886234	1.73160624890902			
ENSMUSG00000044252	Osbpl1a	10457546	-0.4	0.00586852467103896	-4.45077579754548	-0.3	0.0263848101531188	-3.37074529710803	-0.3	0.0430072608802396	-2.93820437007921	-0.5	0.00453239682757819	-4.60424323360367	-0.2	0.0807117327941085	-2.38572303038581
ENSMUSG00000044254	Pcsk9	10514791	0.5	0.0174237152812187	3.53621006691832	0.7	8.67220908761489E-5	8.3778543654023	0.4	0.0412352000046827	2.9722357515818	0.7	6.09136387856193E-4	6.15539392450655	0.5	0.0237424176644589	3.29332974999089
ENSMUSG00000044258	Ctla2a	10409876	0.7	0.0374909157628397	2.95207923726059				0.3	0.107211114704156	2.24619836649116	0.2	0.0860809247704034	2.46138825124758	0.4	0.0404861490669674	2.89815656424827
ENSMUSG00000044265	Olfm5	10566315	0.1	0.584028138358559	0.749843249310749				-0.1	0.279390435775202	-1.48760939591375						
ENSMUSG00000044276	4933427E11Rik	10424660	-0.1	0.741478778851465	-0.459267624417336	-0.1	0.40106850532311	-1.29527096196126	-0.1	0.557602215325751	-0.832961414146601				0.1	0.612207589913592	0.687537811040529
ENSMUSG00000044279	Crb3	10446224	0.2	0.422748957572804	1.07640412283429												
ENSMUSG00000044286	Olfr221	10419604				-0.1	0.37418818531494	-1.35975487706245									
ENSMUSG00000044288	Cnr1	10503902				-0.2	0.0227387603816075	-3.4800352506908				-0.3	0.00542274793351608	-4.45949502166907	-0.1	0.308926284683929	-1.34159661797279
ENSMUSG00000044292	Olfr978	10584520	0.1	0.575244887071973	0.765245228746002				-0.1	0.340682643628385	-1.31441847386132	0.1	0.649873819059694	0.711215043679376			
ENSMUSG00000044294	Krt84	10432711	0.9	0.00516231525845124	4.58310039584451	0.5	0.00431937409905559	4.75153854839604	1.0	0.00176415118777796	5.69383297637114	0.8	0.0687907976736282	2.6239256883388	0.8	0.00218364064238453	5.31755374233595
ENSMUSG00000044296	Zfp879	10385642										-0.2	0.396250505282383	-1.24035930238234			
ENSMUSG00000044303	Cdkn2a	10514340				0.1	0.296333888784202	1.56908453113876	0.3	0.0258822849880527	3.32914387724892						
ENSMUSG00000044306	4930500M09Rik	10351471							-0.1	0.619437805637561	-0.71456491553139						
ENSMUSG00000044308	Ubr3	10472630	-0.3	0.0128209395401007	-3.78491635627961				-0.2	0.0400169151532717	-2.9960911922348	-0.3	0.0217831575551391	-3.44576061589422	-0.3	0.00308794932298065	-4.99735135012695
ENSMUSG00000044309	Apol7c	10430186	0.9	0.027418805368091	3.18647484246968	1.2	3.65911010695557E-4	6.88369210303096	1.4	8.49073016850612E-4	6.47441835583226	1.2	0.00495063980022286	4.53298920769494	1.2	3.11688898684491E-4	7.71697814544251
ENSMUSG00000044312	Neurog3	10363545													0.1	0.454941479262465	0.994299427618058
ENSMUSG00000044313	Mab21l3	10500710				0.1	0.474479034693542	1.12950798594667	0.6	0.0200564196009771	3.52471090565976				0.4	0.120304578858217	2.09205469369554
ENSMUSG00000044317	Gpr4	10550627	0.3	0.268422960791208	1.47464717410099				0.2	0.160447275776967	1.93682172138816	0.1	0.311759185552823	1.45612489529478	0.3	0.0431871029418142	2.8503672158993
ENSMUSG00000044322	Dsc1	10457707							0.3	0.304273638699306	1.4125344372214						
ENSMUSG00000044328	Trp53i13	10388669													0.2	0.103311027986654	2.20565826554186
ENSMUSG00000044337	Ackr3	10348451	0.1	0.654717718801757	0.616200671687191	-0.1	0.4818401376408	-1.11279896920672							-0.2	0.171190859396649	-1.81902436894813
ENSMUSG00000044338	Aplnr	10473444				0.4	0.0251973145057417	3.40476467505049	0.4	0.0012266746541434	6.06635021398005	0.6	3.23021563984577E-4	6.68758549288841	0.7	1.67203485181762E-4	8.64469606749919
ENSMUSG00000044339	Alkbh2	10532802													0.1	0.23142919376416	1.58492776144854
ENSMUSG00000044340	Phlpp1	10349081	-0.9	4.10056086432618E-4	-7.62634136054739	-0.5	0.00520188075342058	-4.60217983864021	-0.5	0.00231404400498367	-5.44431824295158	-0.3	0.0212107739821564	-3.46521592535308	-0.6	0.00107800214769437	-6.04920872284817
ENSMUSG00000044345	Marveld1	10463224	-1.0	0.00210677266759365	-5.47456370051641	-0.2	0.136574092208401	-2.18935730373464	0.2	0.373133594532629	1.23013615785976	-0.3	0.0729328688364304	-2.58216689056201			
ENSMUSG00000044348	Slc25a53	10606910	0.3	0.0336573250944306	3.03345565038075	0.3	0.0817970537848428	2.56321847492239	0.4	0.0128896236138881	3.89534417351205	0.3	0.0866422027416223	2.4558057891878	0.5	0.00327654324019397	4.94268218342742
ENSMUSG00000044349	Snhg11	10478066													0.1	0.690158741815237	0.548358824346768
ENSMUSG00000044350	Lacc1	10421697	1.1	2.72956302137612E-4	8.09741115438684	0.5	0.0024837060809329	5.19586465231443	0.6	0.00110974879729328	6.17982715400928	0.6	0.0017669616071036	5.31484487044156	0.7	5.36927151125905E-4	6.8810057319785
ENSMUSG00000044352	Sowaha	10385826	-0.4	0.0746405324880587	-2.43967613892543	-0.1	0.41718691848013	-1.25713478559865	-0.5	0.0085036031287741	-4.23518318026668	-0.3	0.0604654764304457	-2.72254610909715	-0.5	0.00451181298418637	-4.65134264775244
ENSMUSG00000044359	P2ry4	10605938	-0.9	0.00799490395757138	-4.1736972883069	-0.6	0.0114004176643265	-4.00077506176394	-0.6	0.00766649462079535	-4.32920046549472	-0.4	0.114589751706404	-2.25089837570601	-0.6	0.0271772374260358	-3.19146518371589
ENSMUSG00000044362	Ccdc89	10554893	0.1	0.557170691263925	0.799477910643592	0.1	0.659308045555738	0.745368321357971							-0.1	0.671224626343058	-0.581666010009722
ENSMUSG00000044367	Slc16a13	10387791	-0.5	0.00278929302784951	-5.17914497012484	-0.3	0.024136895644128	-3.43761470799333				-0.2	0.0558959842545879	-2.77930797131192			
ENSMUSG00000044375	Pcare	10452729	0.1	0.68372826935663	0.565095287223545				-0.1	0.34420032044146	-1.30445180258954				0.1	0.694582988251586	0.540172458502146
ENSMUSG00000044378	Slc15a5	10548931	0.1	0.64275100431001	0.641827879771957	0.1	0.412618016674887	1.2682735684463									
ENSMUSG00000044390	Tigd3	10465260										-0.1	0.687652186378876	-0.638982657454657			
ENSMUSG00000044393	Dsg2	10454172	-0.2	0.228967799273287	-1.60293832987147												
ENSMUSG00000044405	Adig	10478109				-0.1	0.672995611566162	-0.715035447479812							0.1	0.285605990445073	1.40993101590185
ENSMUSG00000044430	Klk12	10552475	0.1	0.741410649192117	0.459490267806402	0.1	0.449333462049299	1.18219364204645	0.6	0.086645390569624	2.4031014811888	0.1	0.650986996342526	0.709114331732638	0.2	0.0198910687240946	3.42345066322142
ENSMUSG00000044433	Camsap3	10569830	-0.3	0.254031665142584	-1.51986571173127				-0.1	0.497583453898328	-0.952319833180064						
ENSMUSG00000044441	Olfr1442	10461747													0.2	0.15618721758084	1.89259493108072
ENSMUSG00000044442	N6amt1	10436698				-0.1	0.388976029556647	-1.32410881783525									
ENSMUSG00000044444	Pfn3	10409445				0.1	0.772762193065734	0.521594004115296									
ENSMUSG00000044447	Dock5	10421046	0.4	0.0235535860726031	3.30367931630643							0.2	0.159633173101943	2.00149016103801	0.3	0.00577945276311134	4.43238417844843
ENSMUSG00000044453	Ffar1	10562130	0.2	0.175078210628112	1.81031293955515	0.2	0.0277523715950059	3.33052563028858	0.3	0.0970081833342476	2.3210441748053	0.2	0.181486370767979	1.90526327435344	0.2	0.0943271146943485	2.27240464453954
ENSMUSG00000044454	Olfr867	10591214	0.3	0.0994074792769446	2.22877293025481	0.2	0.0794831465863566	2.5834565778963	0.1	0.439892057515198	1.07177276517981				0.3	0.0361190946248132	2.98396696522197
ENSMUSG00000044456	Rin3	10397853	0.2	0.41848112052775	1.08592008091606	-0.1	0.547411011051113	-0.976893678658095									
ENSMUSG00000044457	Stk-ps2	10354384							0.1	0.34555778620427	1.30074467248036				0.2	0.0597734817681671	2.61212355367349
ENSMUSG00000044461	Shisa2	10415693	-0.8	5.02877199685112E-4	-7.27257497929648	-0.3	0.0297878716386165	-3.27778844184444	-0.4	0.00420274749894045	-4.87280284992375	-0.3	0.0182050182769105	-3.56904890259189	-0.4	0.00346850423858343	-4.88893790592708
ENSMUSG00000044465	Fam160a2	10566438				-0.2	0.0605777285743696	-2.77866363260589									
ENSMUSG00000044468	Tent5c	10500610	-0.8	0.00187590509025972	-5.61056229343367	0.2	0.429167271319121	1.22788101761794	0.1	0.770480024682623	0.441106545754719	0.5	0.00693915115279136	4.27321436314669	0.2	0.386903903171678	1.14319178302356
ENSMUSG00000044469	Tnfaip8l1	10446063	0.2	0.28563921121651	1.42233398774931	-0.1	0.560028153210191	-0.948902488869304				-0.1	0.656373111380892	-0.699187477891861			
ENSMUSG00000044471	Lncpint	10543785	0.1	0.686892869092038	0.558788354048996				0.4	0.0618224149054083	2.66157150270654	0.2	0.575927720772539	0.856895853024716	0.6	0.0248595660085708	3.26036918803454
ENSMUSG00000044475	Ascc1	10363403	-0.3	0.0637262645560863	-2.55401928550522							0.1	0.584958320068111	0.837669451259			
ENSMUSG00000044477	Zfand3	10443589	-0.2	0.227413295532252	-1.60815047968503												
ENSMUSG00000044485	Klk1b11	10552570				0.1	0.661477364497834	0.740731045620487				-0.1	0.81879103725631	-0.379051790471207	0.1	0.778020160846994	0.394001606243709
ENSMUSG00000044487	Olfr1112	10473513				-0.1	0.542460569231162	-0.988332050543859									
ENSMUSG00000044499	Hs3st5	10362513				-0.2	0.223365772835116	-1.80761863353651									
ENSMUSG00000044501	Zfp758	10442262	-0.5	0.0484751101746635	-2.75802907765767	-0.4	0.0402771359951385	-3.0657914246604	-0.4	0.0453022552321816	-2.89524818214961	-0.4	0.0529101824012313	-2.818223733219	-0.8	7.2113011369068E-4	-6.51280737630841
ENSMUSG00000044502	Bod1	10384968										-0.1	0.526328087987106	-0.954620716879228	-0.1	0.24121490381835	-1.55041707736083
ENSMUSG00000044505	Lingo4	10494039							-0.1	0.695681481046072	-0.575269435975927						
ENSMUSG00000044515	Gm8385	10401420				-0.1	0.556149023728005	-0.95797064408326	-0.1	0.44035680699973	-1.0708809152613	-0.1	0.404362435693354	-1.22191544090384			
ENSMUSG00000044519	Zfp488	10418895				0.1	0.698200750508017	0.666979814866862	0.1	0.306929604891238	1.40536287872011				0.1	0.284734116025493	1.41315825680213
ENSMUSG00000044522	A730020M07Rik	10501827							-0.1	0.636597200495518	-0.683065142170944				0.1	0.684619270954873	0.557918308633455
ENSMUSG00000044526	Znrf4	10452082	-0.1	0.635048319526681	-0.655829258168934	-0.1	0.685537720649269	-0.688823809111408									
ENSMUSG00000044528	Tram1l1	10495869							0.2	0.0360542935241593	3.07701128951841						
ENSMUSG00000044534	Ackr2	10590427	0.4	0.0582896898665745	2.62155708838346	0.1	0.361614718102786	1.39210662244541	0.2	0.15605352237647	1.95913461527113	0.2	0.293011679776067	1.5111684806716	0.2	0.169458115751121	1.82683260878184
ENSMUSG00000044538	Obox3-ps8	10450777				-0.1	0.373900617831333	-1.36061165945719				-0.1	0.530369776061862	-0.946418469495885			
ENSMUSG00000044548	Dact1	10396270	-0.4	0.170351457100592	-1.8320364818665	-0.3	0.0711547747289894	-2.66281062744971				-0.4	0.0194199680820066	-3.52259260507643	-0.4	0.0112742128299997	-3.86906200960261
ENSMUSG00000044556	Tex38	10515211				0.2	0.0853224758269857	2.53164918256924				0.1	0.325187258557986	1.41790803525605	0.2	0.0901268819579327	2.30513709623125
ENSMUSG00000044560	Olfr1302	10474516	0.1	0.344721074019797	1.25997350168384	0.2	0.17072395821746	2.02069137233561	0.3	0.0799349039581364	2.46540784031445	0.2	0.308630237522293	1.46653116148201	0.3	0.0472078901300353	2.78547906051885
ENSMUSG00000044562	Rasip1	10553042	0.5	0.0579981155323169	2.62595302439022	0.2	0.191240079617765	1.92839798293416	0.3	0.0265228547599458	3.30976580246338	0.2	0.10850472175005	2.29179362313126	0.5	0.00847539560857555	4.10696237896314
ENSMUSG00000044573	Acp1	10399820				-0.1	0.336268276311097	-1.45869340414231	-0.2	0.0856656420716831	-2.41210975617269				-0.3	0.0146390984283813	-3.66625822068787
ENSMUSG00000044574	5031434C07Rik	10546812	0.1	0.748406642312058	0.445900715866456	-0.1	0.468730648193826	-1.14170432440846									
ENSMUSG00000044581	4932415D10Rik	10371286				-0.1	0.230466446705398	-1.78232244468006	-0.2	0.259436583661145	-1.55103478172579	-0.2	0.269867221724611	-1.58198714650878			
ENSMUSG00000044583	Tlr7	10607870	0.9	0.106500557080708	2.17555286659047	0.6	0.00536953860830056	4.57684265001881	0.6	0.00217155259201725	5.50497019062629	0.7	0.00102405207858022	5.74185679644058	0.7	0.00640972228351733	4.34708208572283
ENSMUSG00000044594	Serpinb3a	10357072							2.4	0.0386422984938656	3.02121347306749				0.3	0.438992295061547	1.02751949026058
ENSMUSG00000044595	Dnd1	10458391				0.1	0.48358152135169	1.10971255393878	0.1	0.563531588491939	0.82138617973652	0.1	0.292962404353212	1.51146609524155	0.2	0.071248638828919	2.48265126998501
ENSMUSG00000044597	Mycs	10603249	0.1	0.651494555742617	0.622315452861173	0.2	0.284267523545786	1.60626231862398							-0.1	0.533003180401541	-0.836752421010651
ENSMUSG00000044600	Smim7	10343857	0.2	0.0927513185772387	2.28202053428986												
ENSMUSG00000044617	Zbtb39	10367033				0.1	0.244593719607329	1.73603429330994									
ENSMUSG00000044624	Gm4922	10368136	0.1	0.664077440266797	0.59771492831254				0.1	0.361582647314372	1.25825371132409	0.1	0.65463569999126	0.702361097756694			
ENSMUSG00000044626	Liph	10438592	-0.2	0.313475728079317	-1.34286625923239				-0.1	0.629968085528616	-0.694439525160244	0.2	0.264699396561093	1.59857289535149	-0.1	0.61505673084468	-0.682523579703696
ENSMUSG00000044628	Rnf208	10469951				-0.1	0.356387797101878	-1.40492223414676	-0.2	0.0306580349683078	-3.19706636888051	-0.2	0.09475714881105	-2.39060219246998	-0.1	0.276335755318914	-1.43796001210249
ENSMUSG00000044629	Cnrip1	10374406	0.1	0.821465152527107	0.316943379408852	-0.1	0.619007333542358	-0.826844250964989							0.3	0.0150560420329561	3.64509707961197
ENSMUSG00000044633	B530045E10Rik	10366048	0.2	0.314223088296938	1.34039373796269							0.3	0.0516492622443769	2.83439509669753	0.2	0.385043182864441	1.14747909724555
ENSMUSG00000044639	Gm11507	10380208							0.2	0.0667237722499419	2.60142377579683				0.2	0.0577509165118675	2.63871162593301
ENSMUSG00000044641	Pard6b	10478907	0.3	0.2060936103247	1.68513906661758												
ENSMUSG00000044646	Zbtb7c	10456756	-0.1	0.663250511794177	-0.599144127267913				0.2	0.183514092210236	1.83238210321397						
ENSMUSG00000044647	Csrnp3	10472408													-0.1	0.486476330610117	-0.928748788797441
ENSMUSG00000044667	Plppr4	10501754				-0.1	0.309682771855845	-1.53296372417423	-0.1	0.561545013630849	-0.825328608997063	-0.2	0.0445996506400499	-2.93700840710895			
ENSMUSG00000044674	Fzd1	10527936	0.2	0.253412149632481	1.5221390244436												
ENSMUSG00000044676	Zfp612	10575363	-0.4	0.0192747252777763	-3.4582715004315	-0.4	0.00289695354091993	-5.05602174897001	-0.3	0.0028054282849475	-5.25318333133049	-0.3	0.00515264525592382	-4.50049879262146	-0.2	0.0423821400899502	-2.8642772917404
ENSMUSG00000044678	Ly6k	10429528							0.2	0.157047445678224	1.95316552250947	0.2	0.229841078808025	1.71624255947913	0.3	0.0557348468844229	2.6645769935886
