Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'2 week' vs '0 week'.tStat	condition2.foldChange	condition2.pValue	'4 week' vs '0 week'.tStat	condition3.foldChange	condition3.pValue	'6 week' vs '0 week'.tStat
ENSMUSG00000029108	Pcdh7	1456214_at				-0.3	0.0912090273855989	-2.23194871917702	-0.8	0.00638359752628568	-4.23606735046602
ENSMUSG00000029110	Rnf4	1451072_a_at				-0.2	0.0519837284739405	-2.64446803947985	0.2	0.0268881731690836	3.09617281980377
ENSMUSG00000029119	Man2b2	1416584_at				-0.4	9.7610899344349E-4	-6.20248637700995	-0.2	0.351138849346982	-1.17689976716189
ENSMUSG00000029120	Ppp2r2c	1438671_at				0.1	0.461999709868606	0.94270704458598			
ENSMUSG00000029121	Crmp1	1448289_at							0.4	0.00642889570445164	4.23090837716835
ENSMUSG00000029122	Evc	1448876_at				-0.2	0.0995790498559386	-2.16747177886558	-0.2	0.0569296196308363	-2.55395564849804
ENSMUSG00000029123	Stk32b	1452420_at	-0.1	0.515094921612741	-1.1899005279384	-0.2	0.0571016133287829	-2.57580036855355			
ENSMUSG00000029125	Stx18	1425011_x_at				0.2	0.0207055945180375	3.35449218321882	0.2	0.13770138652857	1.91523486737743
ENSMUSG00000029126	Nsg1	1423055_at				-0.3	0.0279348448326305	-3.12197623948206	-0.2	0.16957427954097	-1.7599046886582
ENSMUSG00000029127	Zbtb49	1428627_at				-0.2	0.187700751057541	-1.69362293056943	-0.2	0.197904385065088	-1.6402909927045
ENSMUSG00000029130	Rnf32	1432156_a_at				-0.7	0.00106119185980076	-6.09931729685335	-0.6	9.06615926371749E-4	-6.10210708896982
ENSMUSG00000029131	Dnajb6	1429777_at				0.2	0.0713028794883613	2.41372157110861	-0.1	0.494269477042141	-0.870639002078661
ENSMUSG00000029134	Plb1	1431535_at	-0.2	0.289590640269416	-1.83948316234329						
ENSMUSG00000029135	Fosl2	1437247_at				-0.1	0.151515035962964	-1.85657903195748	-0.3	0.00416822491506687	-4.60802424354127
ENSMUSG00000029136	Rbks	1424841_s_at				0.1	0.275650098240327	1.39264912235113	0.3	0.114777444891008	2.04785961409616
ENSMUSG00000029138	4930548H24Rik	1430659_at				0.2	0.288351715554971	1.35600921453959	0.1	0.37246646619053	1.12498344861807
ENSMUSG00000029141	Slc4a1ap	1437758_a_at				0.3	0.00160214445222165	5.65693464704389			
ENSMUSG00000029145	Eif2b4	1449940_a_at				0.1	0.410916024424444	1.04979565612575			
ENSMUSG00000029147	Ppm1g	1416792_at				0.3	0.00419907213201246	4.70342534248935	0.3	0.112412763271359	2.06315226438589
ENSMUSG00000029151	Slc30a3	1460654_at				-0.2	0.054298801517387	-2.61312915338708	-0.1	0.633581757715565	-0.611241604176334
ENSMUSG00000029153	Ociad2	1453187_at				-0.2	0.0414156017483341	-2.81609196139205	-0.3	0.0365865513624227	-2.87161997215678
ENSMUSG00000029154	Cwh43	1426268_at	-0.2	0.0563706387088631	-3.48301880755243	0.3	0.0494235189093013	2.68202886237282	0.4	0.0998739177626218	2.15139618880874
ENSMUSG00000029155	Spata18	1430351_at	0.1	0.81656001048021	0.497789164457697	-0.1	0.56770567958552	-0.737743976378041	0.2	0.171388870781433	1.75119361297471
ENSMUSG00000029156	Sgcb	1419668_at							0.3	0.00603867577705301	4.2856552744616
ENSMUSG00000029158	Yipf7	1422927_at				-0.2	0.059849648746663	-2.54065107379222			
ENSMUSG00000029161	Cgref1	1424529_s_at				-0.6	1.33047461762202E-4	-9.2287696153071	-0.9	1.77450464907877E-4	-8.01656513781518
ENSMUSG00000029162	Khk	1449062_at				-0.4	0.0016725577000309	-5.60797835056547	-0.3	0.0713898669550862	-2.38985133749886
ENSMUSG00000029165	Agbl5	1458420_at				-0.3	0.00553688975942577	-4.44722051832718			
ENSMUSG00000029166	Mapre3	1427079_at							-0.1	0.619420971976573	-0.635983272129327
ENSMUSG00000029167	Ppargc1a	1460336_at	-0.1	0.841908338930151	-0.425468086017138	-1.2	0.0108550817208217	-3.8671988402713	-1.6	0.00605017429242018	-4.28242726765596
ENSMUSG00000029168	Dpysl5	1449290_at				-0.2	0.0407686172396803	-2.82757580226824	-0.1	0.246757059099448	-1.46997216685018
ENSMUSG00000029169	Dhx15	1416145_at				0.2	0.0663159753495767	2.46792496161213			
ENSMUSG00000029173	Sepsecs	1435161_at				-0.2	0.0748704751115661	-2.37781085764895	-0.4	0.0154991824912887	-3.51529873398407
ENSMUSG00000029174	Tbc1d1	1419447_s_at				-0.1	0.300308829688803	-1.32141865442403			
ENSMUSG00000029175	Slc35f6	1426220_at				0.3	0.00439349527096931	4.66383739605195	0.3	0.0072745601278638	4.12120058522636
ENSMUSG00000029177	Cenpa	1450842_a_at				0.5	7.89069038252742E-4	6.46176232693451	0.5	0.00398982830590425	4.64419319163898
ENSMUSG00000029179	Zcchc4	1429716_at				0.1	0.38588178453238	1.10540033110148			
ENSMUSG00000029185	Fam114a1	1417272_at				-0.4	0.002246532357891	-5.30343713820764	-0.5	0.00807634746667888	-4.03709408983919
ENSMUSG00000029188	Slc34a2	1416854_at	0.3	0.192057814042624	2.23502075257068				-0.3	0.132619050274564	-1.94427063365382
ENSMUSG00000029189	Sel1l3	1452227_at							-0.3	0.0207800037078426	-3.29055287773561
ENSMUSG00000029190	D5Ertd579e	1454680_at				0.3	0.0142729415569962	3.64048533618044	0.1	0.67545027338732	0.539349196312096
ENSMUSG00000029191	Rfc1	1418342_at				0.2	0.088685043951615	2.25187617495379	0.3	0.0150582277212119	3.53829291318731
ENSMUSG00000029192	Tbc1d14	1420196_s_at				0.1	0.255825829393817	1.45350417107136			
ENSMUSG00000029193	Cckar	1421195_at				-0.9	0.00158230571585508	-5.67160773785725	-0.6	0.00493602786540251	-4.4591175643919
ENSMUSG00000029195	Klb	1449568_at				-1.0	2.04112234136391E-4	-8.42627317149701	-1.2	7.13518645785648E-5	-9.24987890325428
ENSMUSG00000029196	Tada2b	1434569_at				0.3	0.0355174369622062	2.932591683076			
ENSMUSG00000029198	Grpel1	1417320_at							0.2	0.0424828179773462	2.7628144404069
ENSMUSG00000029201	Ugdh	1416308_at				-0.6	9.22294071635113E-4	-6.27335723389098	-0.6	0.00108546676889097	-5.9048325941745
ENSMUSG00000029202	Pds5a	1454872_at				0.2	0.0348027508608526	2.9478398174709			
ENSMUSG00000029203	Ube2k	1417186_at				0.2	0.0240690910572202	3.23750677160027			
ENSMUSG00000029204	Rhoh	1429319_at				0.1	0.426977875210536	1.01459779901089	0.7	2.62787018276341E-4	7.54164251561114
ENSMUSG00000029205	Chrna9	1438837_at							0.2	0.0915011454079497	2.2134637376766
ENSMUSG00000029206	Nsun7	1457543_at				-0.2	0.0532546777304154	-2.62688392445005	-0.1	0.503052142388502	-0.853322741964166
ENSMUSG00000029207	Apbb2	1426719_at							-0.1	0.249601554367466	-1.46085135164856
ENSMUSG00000029208	Guf1	1455163_at				-0.1	0.266287051426122	-1.42081604403555			
ENSMUSG00000029209	Gnpda2	1426524_at				-0.3	0.00484854708076461	-4.57015881969226			
ENSMUSG00000029212	Gabrb1	1419719_at				-0.2	0.0764808545533347	-2.36216071225702	0.2	0.10661546556884	2.10363802708744
ENSMUSG00000029217	Tec	1460204_at				0.1	0.315937269749556	1.2790655628379			
ENSMUSG00000029221	Slc30a9	1426668_at							-0.1	0.307512264937217	-1.28784006754528
ENSMUSG00000029223	Uchl1	1448260_at	0.1	0.73147632397117	0.674676967420144	-0.8	0.0067400560219702	-4.27741133824866	-0.8	8.53465504948634E-4	-6.16856602298062
ENSMUSG00000029227	Fip1l1	1452720_a_at				0.4	0.00494477551468781	4.5497552575604	0.2	0.123586695892104	1.99550979879675
ENSMUSG00000029228	Lnx1	1455825_s_at	-0.4	0.0121678104757069	-5.50481016587549	-0.3	0.00208854081720532	-5.37399493564892	-0.2	0.158590345244903	-1.81109339598009
ENSMUSG00000029231	Pdgfra	1421917_at				-0.3	0.00429403171666718	-4.68316081938281	-0.2	0.130842237280996	-1.95423020944982
ENSMUSG00000029233	Srd5a3	1423573_at							0.2	0.0652606527374355	2.45242697527267
ENSMUSG00000029236	Nmu	1419325_at				-0.2	0.470327582905488	-0.924708263386688	-0.5	0.0262621976701382	-3.11455045728727
ENSMUSG00000029238	Clock	1418659_at				0.4	0.00326635962530838	4.93975046852097			
ENSMUSG00000029245	Epha5	1444690_at				-0.2	0.0339482539471243	-2.96661973771706	-0.1	0.667306800839187	-0.553710152216762
ENSMUSG00000029246	Ppat	1452831_s_at				0.5	0.00102687879968934	6.13532329681748	0.3	0.0639180532743221	2.46774381371582
ENSMUSG00000029247	Paics	1423565_at				-0.3	0.00736651981992399	-4.19772474110651			
ENSMUSG00000029249	Rest	1428227_at	-0.1	0.82730986202794	-0.468222959417398	-0.1	0.456859577431124	-0.952500616785358	-0.2	0.0401701145258424	-2.80564602712723
ENSMUSG00000029254	Stap1	1421098_at				0.1	0.292686486809915	1.34369734938207	0.8	1.53360877130186E-4	8.18737348375399
ENSMUSG00000029260	Ugt2b34	1427961_s_at				-0.3	0.0036403933769907	-4.84421497950399	-0.4	0.00949934470324478	-3.90012798411951
ENSMUSG00000029263	Pigg	1444640_at				0.2	0.0294604883587281	3.07889583521429	-0.2	0.0814653823692653	-2.29486509994903
ENSMUSG00000029265	Dr1	1416018_at	0.2	0.368617650138146	1.58557882426925	0.4	0.0119915028145827	3.78344365055616	0.2	0.309754705368881	1.28175420603337
ENSMUSG00000029267	Mtf2	1418516_at							-0.2	0.279655030244517	-1.36634252447517
ENSMUSG00000029269	Sult1b1	1418940_at							-0.3	0.0364357038664283	-2.87571483382027
ENSMUSG00000029270	Dipk1a	1429503_at	0.5	0.0112396339615236	5.6536219996675	0.4	0.0126406494406562	3.73854203036656			
ENSMUSG00000029272	Sult1e1	1420447_at	0.2	0.341716807255443	1.66219347951767	-0.1	0.367219977044907	-1.14989839659855	0.1	0.659738038604776	0.566627645049395
ENSMUSG00000029273	Sult1d1	1448973_at				-0.5	3.93552133301979E-4	-7.35849492692895	-0.6	5.37450018102017E-4	-6.68434370156609
ENSMUSG00000029275	Gfi1	1417679_at	-0.5	0.309858124922669	-1.76464555824575	-0.8	0.0016725577000309	-5.60754186513448	-0.6	6.20918373940645E-4	-6.51953593726699
ENSMUSG00000029276	Glmn	1418839_at				-0.4	0.00199014211608483	-5.42463317321494			
ENSMUSG00000029279	Brdt	1450178_at				-0.1	0.627453845679054	-0.632451567526297			
ENSMUSG00000029281	Smr2	1426180_a_at							0.1	0.550951974579566	0.759786842193778
ENSMUSG00000029282	Amtn	1453439_at				-0.1	0.439489510138176	-0.988407398754409			
ENSMUSG00000029283	Cdc7	1426002_a_at	0.4	0.0346561676941174	4.07145867205142	1.3	2.6850374923225E-5	14.7931400520396	0.8	1.39863961929571E-4	8.32317279965211
ENSMUSG00000029286	Enam	1421699_at				-0.1	0.357197206293543	-1.17307194367986	0.1	0.23749699947268	1.50116108615324
ENSMUSG00000029287	Tgfbr3	1433795_at				-0.8	1.6255989107458E-4	-8.8097611630403	-0.5	0.00402520776484624	-4.63759133578902
ENSMUSG00000029290	Zfp326	1419181_at				0.7	5.23950350637216E-4	6.97756788809477	0.2	0.0966617521106856	2.17345472006972
ENSMUSG00000029291	Rufy3	1455605_at				0.2	0.00957714207286533	3.96848729557024			
ENSMUSG00000029298	Gbp9	1438027_at	0.6	0.0240938276811478	4.47808606422202	1.7	9.38863531469574E-5	9.92047946735081	1.8	2.99043867907099E-6	15.8136937252508
ENSMUSG00000029299	Abcg3	1450141_at							0.7	3.28583434813514E-4	7.26752794126392
ENSMUSG00000029304	Spp1	1449254_at	0.3	0.0785773280145904	3.09409102643119	0.2	0.148529217116577	1.87136958862202	1.6	9.38567661119962E-4	6.05408144925607
ENSMUSG00000029306	Ibsp	1417485_at				0.1	0.56258734681032	0.74753891003142	0.1	0.375181388707405	1.11903388464698
ENSMUSG00000029307	Dmp1	1443745_s_at	0.4	0.263532666442478	1.93346112510035	0.2	0.408756646126784	1.05484905604796	0.2	0.460850840137442	0.935543280066074
ENSMUSG00000029309	Sparcl1	1416114_at				-0.6	0.0103570210856837	-3.90455270544825	-0.7	9.39627322789016E-4	-6.04971557045301
ENSMUSG00000029311	Hsd17b11	1434642_at				-0.2	0.0422863009720268	-2.80078211881499			
ENSMUSG00000029312	Klhl8	1454637_at				-0.2	0.156423708395588	-1.8312572748009	-0.2	0.223973483373822	-1.54670327309459
ENSMUSG00000029313	Aff1	1418135_at							-0.3	0.00650341195558311	-4.22179952602463
ENSMUSG00000029314	Gpat3	1454799_at	0.4	0.0116773909537386	5.6087158446123	0.8	1.39273060117861E-4	9.14288765954651	0.5	0.00144986079205086	5.60864734078655
ENSMUSG00000029320	1700016H13Rik	1453879_at	-0.3	0.13642811228262	-2.55351660529272	-0.4	0.0125835535500502	-3.74340221340351	-0.2	0.135235968799397	-1.92866407454106
ENSMUSG00000029321	Slc10a6	1428776_at	0.3	0.0663803958250829	3.2762974497677				0.3	0.159677098720354	1.80585542379841
ENSMUSG00000029322	Plac8	1451335_at				0.2	0.0262372805950577	3.16816118261387	0.2	0.0128232191598528	3.65795978848162
ENSMUSG00000029326	Enoph1	1437327_x_at	0.3	0.21171189677742	2.14479428058857	0.3	0.0703927097839261	2.42493050904084			
ENSMUSG00000029331	4930522N08Rik	1432434_at							0.2	0.147870107292192	1.86212179222775
ENSMUSG00000029334	Prkg2	1435162_at	-0.3	0.348616459450602	-1.63836849777019	-0.8	7.66332520873475E-4	-6.49563344593219	-0.9	0.00204153919069164	-5.27439931461883
ENSMUSG00000029337	Fgf5	1426186_a_at				-0.3	0.0113793744556771	-3.83040994794042			
ENSMUSG00000029343	Crybb1	1418306_at				-0.2	0.0766811493991784	-2.36025059940908			
ENSMUSG00000029344	Tpst2	1416086_at							0.3	0.00218167832887293	5.20613899190034
ENSMUSG00000029345	Tfip11	1448976_at				0.2	0.0176922844436295	3.47335297666406			
ENSMUSG00000029346	Srrd	1456355_s_at							0.2	0.182501978442839	1.70299336183957
ENSMUSG00000029352	Crybb3	1419005_at				-0.1	0.461306548799989	-0.944034916931566			
ENSMUSG00000029359	Tesc	1418744_s_at				-0.2	0.0184542426409753	-3.44137233175291			
ENSMUSG00000029361	Nos1	1429887_at				-0.2	0.031011831782158	-3.0404953565094	-0.4	0.0177520295848976	-3.40798323872189
ENSMUSG00000029366	Dck	1439012_a_at	0.3	0.073367051341877	3.16695580146993	0.6	0.00350345569779927	4.8768613452199	0.5	0.0364030380829937	2.87655239425863
ENSMUSG00000029368	Alb	1425260_at	1.8	0.509794053312737	1.20471686546616	-0.3	0.496921685316996	-0.871819939954899	-0.2	0.702405494210534	-0.492542358469707
ENSMUSG00000029369	Afm	1427561_a_at	0.1	0.589589482681695	0.995737753471899	-0.3	0.0121309270543107	-3.7740250231355	-0.3	0.0216946886794235	-3.2591024863696
ENSMUSG00000029370	Rassf6	1429262_at				-0.3	0.00424676413016894	-4.69272329485662	-0.6	2.52933138617091E-4	-7.59375263363501
ENSMUSG00000029371	Cxcl5	1419728_at	1.1	0.058610818232019	3.43698012726981	3.8	1.12323515279795E-4	9.60185806139713	5.0	3.56377465794683E-5	10.2842216878492
ENSMUSG00000029372	Ppbp	1418480_at	0.5	0.601530969327414	0.965730787880887	-0.2	0.74999679532113	-0.419161634500569	0.3	0.622961991148859	0.629561325039243
ENSMUSG00000029373	Pf4	1448995_at				-0.7	1.39517575811383E-4	-9.1345797474123			
ENSMUSG00000029375	Cxcl15	1456428_at				-0.1	0.338097578645766	-1.22067850930255			
ENSMUSG00000029377	Ereg	1419431_at	0.9	0.00322717722657844	8.13722260388177	1.6	0.00349659708984499	4.87923054646537	0.6	0.00313531177077559	4.86558468848662
ENSMUSG00000029378	Areg	1421134_at	0.6	0.0108667349020291	5.69950634221648	1.3	0.00250050191008961	5.19871256208378	1.0	0.00563925280976695	4.34445938898094
ENSMUSG00000029379	Cxcl3	1438148_at				1.1	0.003787365273065	4.80311391618605	2.3	0.00112757375298887	5.86418684720194
ENSMUSG00000029380	Cxcl1	1457644_s_at	0.3	0.0488937367499786	3.64599346436743	0.7	0.00461909960638257	4.61768301597496	0.8	5.45973116418274E-4	6.6672664842033
ENSMUSG00000029381	Shroom3	1422629_s_at							-0.3	0.024262100823839	-3.17358805187059
ENSMUSG00000029384	2010109A12Rik	1441950_s_at	-0.1	0.732206036532009	-0.672355609388184	-0.1	0.366778891279442	-1.15080645599837			
ENSMUSG00000029385	Ccng2	1416488_at				0.2	0.140130235480759	1.91580612492892			
ENSMUSG00000029387	Gtf2h3	1454092_a_at				-0.1	0.581884924673464	-0.712036696005045			
ENSMUSG00000029389	Ddx55	1439023_at				-0.1	0.628261066266068	-0.630915751235524	-0.3	0.0701882967748885	-2.40096609060784
ENSMUSG00000029392	Rilpl1	1450449_a_at				-0.3	0.0212962709662239	-3.33269771138718	-0.2	0.0244976261123775	-3.16660056379453
ENSMUSG00000029401	Rilpl2	1423134_at	0.1	0.701675118097383	0.731794619114984	0.6	1.73297663230588E-4	8.7195700741826	1.0	1.60143692269558E-4	8.13279756613845
ENSMUSG00000029402	Snrnp35	1430041_at				0.2	0.0246226161325934	3.21842813089751	0.3	0.012534501256784	3.67750926381511
ENSMUSG00000029403	Cdkl2	1449229_a_at				0.1	0.140985700037703	1.91145202731165	-0.1	0.365640151557414	-1.14206047722151
ENSMUSG00000029404	Arl6ip4	1424285_s_at							0.2	0.0366580241490965	2.87029681873824
ENSMUSG00000029407	Uso1	1424274_at							-0.2	0.147113680178607	-1.86607852671089
ENSMUSG00000029408	Abcb9	1416264_at				-0.3	0.0166778495343674	-3.51802015316004	-0.2	0.171334898511433	-1.75164672558826
ENSMUSG00000029409	U90926	1460667_at							0.2	0.181041366541162	1.70903837927191
ENSMUSG00000029413	Naaa	1452067_at				-0.2	0.0123021514018682	-3.76274258250071	0.3	0.00398577485483827	4.64569011146636
ENSMUSG00000029414	Kntc1	1435575_at	0.2	0.0667938730590398	3.26493850365398	0.6	3.59447870845008E-4	7.47029390972573	0.5	0.00276835093813712	4.97837887275355
ENSMUSG00000029415	Sdad1	1437088_at				0.5	1.19918968771656E-4	9.39396936731316	0.3	0.00815564946951525	4.02721057101903
ENSMUSG00000029416	Slc15a4	1448385_at				0.1	0.470101994197856	0.925158453891876	-0.3	0.0246608510298323	-3.16183133503824
ENSMUSG00000029417	Cxcl9	1418652_at	2.6	0.0202410154323242	4.68254698793753	4.1	2.3706639278691E-4	8.15577381222834	5.1	2.34380446721599E-5	11.1047433129135
ENSMUSG00000029419	Ajm1	1447412_at	-0.1	0.699013974364284	-0.736403151241063	-0.3	0.0255144315764095	-3.18945937630317	0.1	0.229176290240022	1.52895663011427
ENSMUSG00000029423	Piwil1	1460340_at				-0.1	0.561708434637947	-0.749473977371	0.1	0.262795739695101	1.41732827947443
ENSMUSG00000029426	Scarb2	1454704_at				-0.2	0.0229019494184229	-3.27592360922465			
ENSMUSG00000029427	Zcchc8	1423755_at				0.2	0.0102234921412166	3.91648774177269			
ENSMUSG00000029430	Ran	1460551_at				0.4	0.0035039164323827	4.8765046415983	0.4	0.00403571153278018	4.63542301757235
ENSMUSG00000029431	B3gnt4	1451815_at							0.1	0.525527934330062	0.808353001351973
ENSMUSG00000029432	Nipsnap2	1419484_a_at	-0.1	0.716225886947938	-0.703208265576483	-0.1	0.44097761629683	-0.985405794634245	0.1	0.294181332498047	1.3249767613347
ENSMUSG00000029433	Diablo	1425768_at				0.1	0.234905558062597	1.52026738208428	-0.2	0.0476199689135567	-2.68273462771222
ENSMUSG00000029434	Vps33a	1453742_at				-0.3	0.0075880603543704	-4.17126163145407			
ENSMUSG00000029436	Mmp17	1448598_at				-0.1	0.570170989334029	-0.733144049405385	-0.2	0.020593205772927	-3.29715942182863
ENSMUSG00000029438	Bcl7a	1428207_at				0.1	0.210468333358437	1.6060018794236			
ENSMUSG00000029439	Sfswap	1433677_at				0.2	0.0241695895959985	3.23315975528412			
ENSMUSG00000029440	Psmd9	1423386_at				0.2	0.0201777074060839	3.3743268029899	0.3	0.00799014058426277	4.04617528340731
ENSMUSG00000029442	Wdr66	1433063_at							-0.1	0.399084438272839	-1.06468578639362
ENSMUSG00000029445	Hpd	1424618_at	-0.1	0.551174310574521	-1.0860142334511	-0.9	5.8325903245799E-5	-10.9411962614478	-0.9	0.00221001876326657	-5.19466786063135
ENSMUSG00000029446	Psph	1415673_at				0.3	0.00342961973096301	4.89711186652962	0.6	0.0145755528026817	3.5620416356965
ENSMUSG00000029447	Cct6a	1455988_a_at				0.5	0.0016360473114986	5.63266348123598	0.4	0.016040524064677	3.48778495386487
ENSMUSG00000029449	Rhof	1434794_at				0.4	0.00138593104401063	5.81107123841935	0.4	0.00941071498233956	3.90655263483984
ENSMUSG00000029452	Tmem116	1425318_a_at				-0.1	0.286233426085162	-1.36206831616133			
ENSMUSG00000029455	Aldh2	1448143_at				-0.5	0.00409439090582391	-4.73016861338208	-0.7	7.00120287234393E-4	-6.37142133689866
ENSMUSG00000029461	Fam168a	1434375_at							-0.3	0.00511471211794342	-4.42789030923865
ENSMUSG00000029462	Vps29	1417660_s_at				0.1	0.494214645271452	0.877038532921955	0.2	0.0990433378128344	2.15714545947907
ENSMUSG00000029463	Fam216a	1424192_at				-0.1	0.532899924846009	-0.803076186102097	0.2	0.0850271661773509	2.26478453141541
ENSMUSG00000029466	Anapc7	1418458_at				-0.2	0.047512702345155	-2.71027691360357			
ENSMUSG00000029467	Atp2a2	1427250_at				0.4	2.93003591827067E-4	7.79836709134708			
ENSMUSG00000029468	P2rx7	1439787_at							0.3	0.0144334052995426	3.56936118898237
ENSMUSG00000029469	Ift81	1419286_s_at							-0.2	0.138779960716946	-1.90896835605708
ENSMUSG00000029470	P2rx4	1452527_a_at				-0.8	3.86721576621251E-5	-12.0900822894139	-0.5	7.02049375102696E-4	-6.36867964805386
ENSMUSG00000029471	Camkk2	1455401_at				-0.3	0.0329498733528019	-2.99103133480003			
ENSMUSG00000029472	Anapc5	1433822_x_at				-0.2	0.0843133245186536	-2.28981365500434	-0.2	0.266314072661355	-1.40553948050171
ENSMUSG00000029474	Rnf34	1415791_at							-0.1	0.569320033400169	-0.726191780419464
ENSMUSG00000029477	Morn3	1430970_a_at				-0.1	0.23674718595195	-1.51416942109153			
ENSMUSG00000029478	Ncor2	1448893_at	-0.2	0.108209987385131	-2.78091284648204				-0.3	0.101187791365101	-2.1417399349605
ENSMUSG00000029480	Dhx37	1443493_at	0.1	0.698857123484613	0.737067835618857	0.2	0.134082627845824	1.94792600642342	0.5	0.0144280093774167	3.56972792233361
ENSMUSG00000029482	Aacs	1423797_at	-0.3	0.100112980383231	-2.87268915170272	-0.1	0.664196808405998	-0.567144330703783			
ENSMUSG00000029484	Anxa3	1460330_at							-0.2	0.0690429879271	-2.41248198225876
ENSMUSG00000029486	Mrpl1	1450948_a_at				0.2	0.0152485947734299	3.58969354169236	0.3	0.0238455762097272	3.18840798113323
ENSMUSG00000029499	Pxmp2	1417841_at				-0.3	0.0184726259164969	-3.44048359431784			
ENSMUSG00000029500	Pgam5	1428080_at				0.5	0.00106119185980076	6.09884036904781	0.4	0.00816310657361674	4.0263025273334
ENSMUSG00000029502	Golga3	1449616_s_at				-0.2	0.00592264817803731	-4.39107413736038	-0.4	0.00219850393188024	-5.198847491737
ENSMUSG00000029503	P2rx2	1435212_at				-0.4	0.0142530272590598	-3.64158837254539	-0.2	0.056736276855393	-2.55640333649991
ENSMUSG00000029504	Ddx51	1428728_at				0.3	0.00945506591961352	3.9781802312435			
ENSMUSG00000029505	Ep400	1447349_s_at				0.3	0.00677010171188301	4.27334127655577			
ENSMUSG00000029507	Pus1	1418869_a_at				0.3	0.0161180873809392	3.54517968718079	0.2	0.0658482802961574	2.44600910166846
ENSMUSG00000029512	Ulk1	1448370_at				-0.3	0.0146341746956279	-3.620871863245	-0.5	4.56771959017381E-4	-6.87895924441454
ENSMUSG00000029513	Prkab1	1424119_at				-0.2	0.0140368163471795	-3.6546411952701			
ENSMUSG00000029516	Cit	1455609_at				0.2	0.100306558861224	2.16171881228801	0.1	0.513449662095408	0.831786025073438
ENSMUSG00000029517	Ankrd7	1429605_at							0.1	0.511804925657533	0.835634064458552
ENSMUSG00000029518	Rab35	1433922_at							0.3	0.0063630306264249	4.2388582659626
ENSMUSG00000029521	Chek2	1422747_at				0.2	0.0218717447209064	3.31229813910025			
ENSMUSG00000029526	1700123K08Rik	1421675_at				-0.2	0.0878103269620297	-2.25964042845136			
ENSMUSG00000029528	Pxn	1456135_s_at				0.2	0.0241026974880418	3.23533608657994			
ENSMUSG00000029530	Ccr9	1442758_at	-0.1	0.801588765163282	-0.527121443683554	0.1	0.612593808963742	0.658632869035422			
ENSMUSG00000029534	St7	1418967_a_at	-0.2	0.432600829892982	-1.41376568525887	-0.3	0.00824712804355079	-4.09696531935544			
ENSMUSG00000029536	Gatc	1425211_at				0.2	0.057004129356099	2.5771230306358			
ENSMUSG00000029538	Srsf9	1417727_at				0.2	0.0138797674778691	3.66325750467846	0.2	0.0363608365684773	2.87742873930529
ENSMUSG00000029544	Cabp1	1421255_a_at				-0.1	0.170999822447442	-1.76469450020391			
ENSMUSG00000029545	Acads	1460216_at				-0.2	0.0254317717443692	-3.19230076836737	-0.2	0.217093853937186	-1.57003670945769
ENSMUSG00000029551	Psmg3	1424087_at				0.4	0.0021926103379473	5.32625013775639	0.2	0.0380480828039643	2.8442267195725
ENSMUSG00000029552	Tes	1424246_a_at				-0.1	0.562566852618682	-0.747686853355282	-0.3	0.0228247558783974	-3.22188625156497
ENSMUSG00000029553	Tfec	1419537_at	0.4	0.0912500158407861	2.95969992884287	0.9	0.00119500232368422	5.96651400345625	1.9	2.61991599665358E-5	10.8174515485314
ENSMUSG00000029554	Mad1l1	1425252_a_at				0.1	0.418454129589986	1.03286747377021	0.5	0.0502881261716613	2.64243580689283
ENSMUSG00000029557	Mrm2	1448969_at				0.1	0.51394894367048	0.838983217967819	0.1	0.517672436020956	0.823229463533126
ENSMUSG00000029561	Oasl2	1453196_a_at	-0.2	0.407050930863864	-1.48335300620588	0.2	0.253570587278048	1.46065659741877	0.5	0.00935898040431326	3.91265967267811
ENSMUSG00000029563	Foxp2	1438232_at				-0.4	0.0496277059125314	-2.67895118968161	-0.6	3.20774859623028E-4	-7.30279583603611
ENSMUSG00000029569	Tmem168	1423822_a_at				-0.2	0.085784014095404	-2.27667803158359			
ENSMUSG00000029570	Lfng	1420643_at							0.2	0.444441755890268	0.969042640785759
ENSMUSG00000029571	Tmem106b	1435074_at				-0.3	0.00438139899169327	-4.66633131486094	-0.5	0.00279992336658802	-4.96878805123904
ENSMUSG00000029575	Mmab	1452467_at				-0.4	6.10962471164721E-4	-6.77104923531567			
ENSMUSG00000029576	Radil	1433523_at				-0.2	0.233428849198587	-1.52502894478151	-0.2	0.149785150761707	-1.85304727301532
ENSMUSG00000029578	Wipi2	1429367_at				-0.4	0.0017949730778502	-5.53136212247452	-0.4	0.00357114034304813	-4.75076762841287
ENSMUSG00000029581	Fscn1	1416514_a_at	0.1	0.435998367372447	1.40480361616083	0.4	0.00909079454082381	4.0105216974124	0.6	0.00123525729606526	5.77014604345131
ENSMUSG00000029587	Zfp12	1437023_at				-0.2	0.0304106315603529	-3.05408020092071	-0.5	0.00177448313672651	-5.40789829290158
ENSMUSG00000029591	Ung	1425753_a_at				0.1	0.599266347756165	0.681916601591136	0.2	0.15658260711552	1.82056270095857
ENSMUSG00000029594	Rbm19	1451365_at				0.4	0.00454686355290322	4.63488064258681	0.6	0.00563141825142138	4.34597865054823
ENSMUSG00000029595	Lhx5	1420348_at				0.1	0.560332224915697	0.752217252721179	0.2	0.182651750106344	1.70196493985661
